euribor3m,job_blue-collar,job_housemaid,marital_unknown,month_apr,month_aug,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,poutcome_success,id,prediction
4.865,1,0,0,0,0,0,1,0,0,0,0,0,31531,0
4.967,0,0,0,0,0,0,1,0,0,0,0,0,22919,0
4.191,0,0,0,0,0,0,0,0,0,1,0,1,2809,0
1.405,0,0,0,1,0,0,0,0,0,0,0,0,25761,0
0.6920000000000001,0,0,0,0,0,0,0,0,1,0,0,0,24992,0
4.962,1,0,0,0,0,1,0,0,0,0,0,0,30212,0
4.965,1,0,0,0,1,0,0,0,0,0,0,0,25381,0
4.856,0,0,0,0,0,0,0,0,1,0,0,0,21620,0
4.968,1,0,0,0,0,1,0,0,0,0,0,0,31975,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,23009,0
1.327,1,0,0,0,0,0,0,0,1,0,0,0,14482,0
4.966,1,0,0,0,1,0,0,0,0,0,0,0,11785,0
4.856,0,0,0,0,0,0,0,0,1,0,0,0,17905,0
4.961,1,0,0,0,0,1,0,0,0,0,0,0,18841,0
1.291,0,0,0,0,0,0,0,0,1,0,0,0,28065,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,7499,0
4.1530000000000005,0,0,0,0,0,0,0,0,0,1,0,0,4799,0
1.266,0,0,0,0,0,0,1,0,0,0,0,0,25847,0
4.968,0,0,0,0,1,0,0,0,0,0,0,0,17944,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,3115,0
4.1530000000000005,0,0,0,0,0,0,0,0,0,1,0,0,38374,0
4.8580000000000005,0,0,0,0,0,0,0,0,1,0,0,0,8871,0
4.191,0,0,0,0,0,0,0,0,0,1,0,0,26931,0
4.968,0,0,0,0,1,0,0,0,0,0,0,0,25925,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,7133,0
1.365,0,0,0,1,0,0,0,0,0,0,0,0,17572,0
1.262,0,0,0,0,0,0,1,0,0,0,0,0,4021,0
4.191,0,0,0,0,0,0,0,0,0,1,0,0,32202,0
1.405,1,0,0,1,0,0,0,0,0,0,0,0,39691,0
4.856,0,0,0,0,0,0,0,0,1,0,0,0,21888,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,22897,0
4.965,0,0,0,0,1,0,0,0,0,0,0,0,2906,0
4.966,0,0,0,0,0,1,0,0,0,0,0,0,7151,0
0.8809999999999999,0,0,0,0,0,0,0,0,0,0,0,0,6518,0
1.344,1,0,0,0,0,0,0,0,1,0,0,1,36312,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,12104,0
4.864,1,0,0,0,0,0,1,0,0,0,0,0,15357,0
4.957,0,0,0,0,0,1,0,0,0,0,0,0,2161,0
1.3130000000000002,0,0,0,0,0,0,0,0,1,0,0,0,8641,0
4.96,1,0,0,0,0,0,1,0,0,0,0,0,8507,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,6096,0
1.334,1,0,0,0,0,0,0,0,1,0,0,0,24799,0
4.968,0,0,0,0,1,0,0,0,0,0,0,0,12579,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,34469,0
0.7240000000000001,0,0,0,0,0,0,0,0,0,0,1,0,36772,0
4.96,0,0,0,0,0,1,0,0,0,0,0,0,31587,0
4.855,0,0,0,0,0,0,0,0,1,0,0,0,24421,0
1.423,0,0,0,1,0,0,0,0,0,0,0,0,5345,0
4.856,0,0,0,0,0,0,0,0,1,0,0,0,15229,0
4.957,1,0,0,0,0,1,0,0,0,0,0,0,39729,0
4.8660000000000005,0,0,0,0,0,0,1,0,0,0,0,0,2493,0
4.965,0,0,0,0,1,0,0,0,0,0,0,0,6928,0
1.531,0,0,0,0,0,0,0,1,0,0,0,0,886,0
4.8580000000000005,0,0,0,0,0,0,0,0,1,0,0,0,7691,0
4.967,0,0,0,0,0,0,1,0,0,0,0,0,11042,0
4.9639999999999995,0,1,0,0,1,0,0,0,0,0,0,0,22011,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,37915,0
1.281,0,0,0,0,0,0,1,0,0,0,0,0,18855,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,10706,0
0.715,0,0,0,0,0,0,0,0,0,1,0,1,9978,1
4.864,0,0,0,0,0,0,0,0,1,0,0,0,22311,0
4.961,0,0,0,0,0,0,1,0,0,0,0,0,28796,0
4.961,0,0,0,0,0,1,0,0,0,0,0,0,8041,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,16887,0
4.968,0,0,0,0,1,0,0,0,0,0,0,0,10754,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,29620,0
1.0590000000000002,0,0,0,0,0,1,0,0,0,0,0,0,35323,0
1.2990000000000002,1,0,0,0,0,0,0,0,1,0,0,0,688,0
1.405,1,0,0,1,0,0,0,0,0,0,0,0,18800,0
1.266,0,0,0,0,0,0,0,0,1,0,0,0,9808,0
1.344,0,0,0,0,0,0,0,0,1,0,0,0,29793,0
4.968,1,0,0,0,1,0,0,0,0,0,0,0,9454,0
4.958,0,1,0,0,0,1,0,0,0,0,0,0,10736,0
0.879,0,0,0,0,1,0,0,0,0,0,0,0,7500,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,5567,0
4.97,0,0,0,0,1,0,0,0,0,0,0,0,10725,0
4.967,0,0,0,0,0,0,1,0,0,0,0,0,10856,0
4.857,1,0,0,0,0,0,0,0,1,0,0,0,13159,0
4.955,0,0,0,0,0,0,1,0,0,0,0,0,27252,0
1.327,0,0,0,0,0,0,0,0,1,0,0,0,7337,0
4.958,0,0,1,0,0,1,0,0,0,0,0,0,11595,0
4.859,1,0,0,0,0,0,0,0,1,0,0,0,22107,0
4.958,0,0,0,0,0,1,0,0,0,0,0,0,6092,0
4.021,0,0,0,0,0,0,0,0,0,1,0,0,40741,0
1.25,0,0,0,0,0,0,0,0,1,0,0,0,2620,0
0.716,0,0,0,0,0,0,0,0,0,1,0,0,15799,0
1.453,0,0,0,1,0,0,0,0,0,0,0,0,30757,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,21970,0
1.291,0,0,0,0,0,0,0,0,1,0,0,0,14279,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,5882,0
1.405,1,0,0,1,0,0,0,0,0,0,0,0,30811,0
4.962,1,0,0,0,0,1,0,0,0,0,0,0,14182,0
4.855,0,0,0,0,0,0,0,0,1,0,0,0,10421,0
1.3130000000000002,0,0,0,0,0,0,0,0,1,0,0,0,21327,0
1.2990000000000002,0,0,0,0,0,0,0,0,1,0,0,0,17787,0
4.96,0,1,0,0,0,1,0,0,0,0,0,0,37380,0
0.879,1,0,0,0,0,0,0,0,0,0,0,0,1588,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,30446,0
1.41,0,0,0,1,0,0,0,0,0,0,0,0,18108,0
4.962,0,0,0,0,1,0,0,0,0,0,0,0,21822,0
4.97,0,0,0,0,1,0,0,0,0,0,0,0,33825,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,10106,0
4.961,0,0,0,0,0,1,0,0,0,0,0,0,37646,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,18554,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,23687,0
0.682,0,0,0,0,0,0,0,0,1,0,0,0,160,0
4.963,0,0,0,0,0,1,0,0,0,0,0,0,41167,0
4.963,0,0,0,0,0,1,0,0,0,0,0,0,2631,0
4.962,1,0,0,0,0,1,0,0,0,0,0,0,23613,0
0.72,0,0,0,0,0,0,1,0,0,0,0,0,7893,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,39126,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,39602,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,709,0
0.878,0,0,0,0,0,0,0,0,0,0,0,1,8406,1
4.857,0,0,0,0,0,0,0,0,1,0,0,0,728,0
1.344,1,0,0,0,0,0,0,0,1,0,0,0,20366,0
4.1530000000000005,0,0,0,0,0,0,0,0,0,1,0,0,36901,0
4.962,1,0,0,0,0,1,0,0,0,0,0,0,8812,0
1.291,1,0,0,0,0,0,0,0,1,0,0,0,15143,0
0.715,0,0,0,0,0,0,0,0,0,1,0,0,20607,0
4.962,0,0,0,0,1,0,0,0,0,0,0,0,28560,0
4.857,1,0,0,0,0,0,0,0,1,0,0,0,11226,0
4.962,0,0,0,0,1,0,0,0,0,0,0,0,32972,0
4.961,0,0,0,0,0,1,0,0,0,0,0,0,20045,0
4.963,0,0,0,0,0,1,0,0,0,0,0,0,28206,0
4.856,0,1,0,0,0,0,0,0,1,0,0,0,26205,0
1.726,0,0,0,0,0,0,0,1,0,0,0,0,38557,0
4.855,0,0,0,0,0,0,0,0,1,0,0,0,28008,0
1.344,1,0,0,0,0,0,0,0,1,0,0,0,15974,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,31936,0
4.961,1,0,0,0,0,1,0,0,0,0,0,0,8505,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,30330,0
0.889,0,0,0,0,1,0,0,0,0,0,0,0,40546,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,8942,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,12622,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,1336,0
4.856,0,0,0,0,0,0,0,0,1,0,0,0,6235,0
4.965,0,0,0,0,1,0,0,0,0,0,0,0,39354,0
4.968,0,0,0,0,1,0,0,0,0,0,0,0,33485,0
4.859,0,0,0,0,0,0,0,0,1,0,0,0,21980,0
4.12,0,0,0,0,0,0,0,0,0,1,0,0,11696,0
4.963,0,0,0,0,0,1,0,0,0,0,0,0,27348,0
0.882,0,0,0,0,0,0,0,0,0,0,0,0,36840,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,761,0
1.26,0,0,0,0,0,0,1,0,0,0,0,0,18695,0
1.344,0,0,0,0,0,0,0,0,1,0,0,0,36161,0
4.961,1,0,0,0,0,0,1,0,0,0,0,0,30060,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,11,0
1.365,0,0,0,1,0,0,0,0,0,0,0,0,33367,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,4632,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,447,0
1.354,0,0,0,0,0,0,0,0,1,0,0,0,5843,0
4.963,0,0,0,0,0,1,0,0,0,0,0,0,16635,0
1.266,0,0,0,0,0,0,1,0,0,0,0,0,39240,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,23372,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,35020,0
0.884,0,0,0,0,1,0,0,0,0,0,0,1,36374,1
1.327,1,0,0,0,0,0,0,0,1,0,0,0,38071,0
4.955,1,0,0,0,0,1,0,0,0,0,0,0,34501,0
1.405,0,0,0,1,0,0,0,0,0,0,0,0,30155,0
4.856,1,0,0,0,0,0,0,0,1,0,0,0,23595,0
4.966,0,0,0,0,1,0,0,0,0,0,0,0,26765,0
4.962,0,0,0,0,1,0,0,0,0,0,0,0,22824,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,14748,0
4.191,1,0,0,0,0,0,0,0,0,1,0,0,22656,0
1.52,0,0,0,0,0,0,0,1,0,0,0,0,4054,0
4.961,0,0,0,0,0,1,0,0,0,0,0,0,23566,0
1.344,0,0,0,0,0,0,0,0,1,0,0,0,9072,0
4.961,0,0,0,0,0,0,1,0,0,0,0,0,34702,0
0.884,0,0,0,0,1,0,0,0,0,0,0,0,24893,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,13253,0
4.864,1,0,0,0,0,0,1,0,0,0,0,0,28167,0
4.966,0,0,0,0,1,0,0,0,0,0,0,0,16849,0
4.961,1,0,0,0,0,1,0,0,0,0,0,0,12935,0
1.266,0,0,0,0,0,0,0,0,1,0,0,0,16103,0
1.344,0,0,0,0,0,0,0,0,1,0,0,0,28057,0
4.966,0,0,0,0,1,0,0,0,0,0,0,0,29329,0
4.965,0,0,0,0,1,0,0,0,0,0,0,0,37069,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,4948,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,20416,0
4.961,0,0,0,0,0,0,1,0,0,0,0,0,24427,0
1.327,1,0,0,0,0,0,0,0,1,0,0,0,6575,0
4.1530000000000005,0,0,0,0,0,0,0,0,0,1,0,0,25403,0
4.856,1,0,0,0,0,0,0,0,1,0,0,0,5002,0
4.962,1,0,0,0,0,1,0,0,0,0,0,0,32395,0
4.021,0,0,0,0,0,0,0,0,0,1,0,0,28827,0
0.884,0,0,0,0,1,0,0,0,0,0,0,0,30620,0
1.354,1,0,0,0,0,0,0,0,1,0,0,0,27091,0
4.865,1,0,0,0,0,0,1,0,0,0,0,0,1817,0
1.25,1,0,0,0,0,0,0,0,1,0,0,0,10813,0
4.864,1,0,0,0,0,0,1,0,0,0,0,0,1580,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,15910,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,35102,0
4.959,0,0,0,0,0,1,0,0,0,0,0,0,25470,0
1.405,1,0,0,1,0,0,0,0,0,0,0,0,40070,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,10391,0
0.882,0,0,0,0,0,0,0,0,0,0,0,0,25332,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,23588,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,33186,0
4.864,0,0,0,0,0,0,1,0,0,0,0,0,16364,0
1.2990000000000002,0,0,0,0,0,0,0,0,1,0,0,0,25698,0
4.961,1,0,0,0,0,0,1,0,0,0,0,0,14006,0
1.327,1,0,0,0,0,0,0,0,1,0,0,0,24958,0
4.864,0,0,0,0,0,0,1,0,0,0,0,0,141,0
4.957,0,0,0,0,0,1,0,0,0,0,0,0,7690,0
4.8580000000000005,1,0,0,0,0,0,0,0,1,0,0,0,29108,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,24708,0
1.327,0,0,0,0,0,0,0,0,1,0,0,0,27546,0
4.859,1,0,0,0,0,0,0,0,1,0,0,0,13422,0
4.865,0,0,0,0,0,0,1,0,0,0,0,0,31249,0
1.405,0,0,0,1,0,0,0,0,0,0,0,0,23107,0
4.957,0,0,0,0,0,1,0,0,0,0,0,0,26916,0
4.663,0,0,0,0,0,0,0,0,0,1,0,0,27113,0
4.963,1,0,0,0,0,1,0,0,0,0,0,0,32842,0
4.8580000000000005,0,0,0,0,0,0,0,0,1,0,0,0,8643,0
4.12,0,0,0,0,0,0,0,0,0,1,0,0,24451,0
4.856,0,1,0,0,0,0,0,0,1,0,0,0,32890,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,28038,0
4.859,1,0,0,0,0,0,0,0,1,0,0,0,11867,0
1.479,0,0,0,1,0,0,0,0,0,0,0,0,21695,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,8663,0
4.968,0,0,0,0,0,1,0,0,0,0,0,0,1609,0
4.855,0,1,0,0,0,0,0,0,1,0,0,0,34890,0
0.8690000000000001,0,0,0,0,1,0,0,0,0,0,0,0,34905,0
1.266,0,0,0,0,0,0,0,0,1,0,0,0,1730,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,3743,0
0.879,0,0,0,0,0,0,0,0,0,0,0,0,30789,0
4.912,0,0,0,0,0,0,0,0,0,0,1,0,5545,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,10423,0
4.857,1,0,0,0,0,0,0,0,1,0,0,0,15304,0
4.021,0,0,0,0,0,0,0,0,0,1,0,0,12787,0
4.959,0,0,0,0,0,0,1,0,0,0,0,0,19173,0
4.857,1,0,0,0,0,0,0,0,1,0,0,0,39383,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,37219,0
4.856,0,0,0,0,0,0,0,0,1,0,0,0,2660,0
4.963,0,0,0,0,0,1,0,0,0,0,0,0,22168,0
1.405,0,0,0,1,0,0,0,0,0,0,0,0,11718,0
4.864,1,0,0,0,0,0,0,0,1,0,0,0,20054,0
1.266,1,0,0,0,0,0,0,0,1,0,0,0,35308,0
1.2990000000000002,1,0,0,0,0,0,0,0,1,0,0,0,8645,0
4.191,0,0,0,0,0,0,0,0,0,1,0,0,1188,0
4.8580000000000005,0,0,0,0,0,0,0,0,1,0,0,0,9185,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,27850,0
0.8270000000000001,0,0,0,0,0,1,0,0,0,0,0,1,464,1
4.963,0,0,0,0,0,1,0,0,0,0,0,0,24779,0
4.967,0,0,0,0,0,0,1,0,0,0,0,0,26286,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,36705,0
0.7140000000000001,0,0,0,0,0,0,0,0,0,1,0,0,28977,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,35175,0
1.3130000000000002,1,0,0,0,0,0,0,0,1,0,0,0,673,0
4.968,0,0,0,0,0,1,0,0,0,0,0,0,37223,0
4.8580000000000005,0,0,0,0,0,0,0,0,1,0,0,0,22611,0
1.281,0,0,0,0,0,0,0,0,1,0,0,0,26802,0
0.873,0,0,0,0,1,0,0,0,0,0,0,0,25072,0
4.961,0,0,0,0,0,1,0,0,0,0,0,0,13795,0
4.855,0,0,0,0,0,0,0,0,1,0,0,0,6242,0
4.966,0,0,0,0,1,0,0,0,0,0,0,0,13697,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,25539,0
4.021,0,0,0,0,0,0,0,0,0,1,0,0,23124,0
1.27,0,1,0,0,0,0,0,0,1,0,0,0,26097,0
1.2590000000000001,0,0,0,0,0,0,0,0,1,0,0,0,27632,0
4.963,0,0,0,0,1,0,0,0,0,0,0,0,32065,0
1.262,0,0,0,0,0,0,1,0,0,0,0,0,23772,0
4.856,0,0,0,0,0,0,0,0,1,0,0,0,948,0
4.96,0,0,0,0,0,1,0,0,0,0,0,0,17780,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,11914,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,2587,0
1.435,0,0,0,1,0,0,0,0,0,0,0,0,23012,0
4.968,0,0,0,0,0,1,0,0,0,0,0,0,29354,0
1.365,0,0,0,1,0,0,0,0,0,0,0,0,2948,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,11907,0
4.12,1,0,0,0,0,0,0,0,0,1,0,0,16203,0
4.86,0,1,0,0,0,0,0,0,1,0,0,0,13212,0
4.191,0,0,0,0,0,0,0,0,0,1,0,0,14103,0
0.883,0,0,0,0,1,0,0,0,0,0,0,0,19412,0
4.12,0,0,0,0,0,0,0,0,0,1,0,0,13588,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,23158,0
4.855,1,0,0,0,0,0,0,0,1,0,0,0,31719,0
4.96,1,0,0,0,0,0,1,0,0,0,0,0,22482,0
4.12,0,0,0,0,0,0,0,0,0,1,0,0,2490,0
4.962,0,0,0,0,0,1,0,0,0,0,0,0,32412,0
4.86,1,0,0,0,0,0,0,0,1,0,0,0,8959,0
4.859,0,0,0,0,0,0,0,0,1,0,0,0,2642,0
4.86,0,0,0,0,0,0,0,0,1,0,0,0,17785,0
1.266,0,0,0,0,0,0,0,0,1,0,0,0,33304,0
4.855,0,0,0,0,0,0,0,0,1,0,0,0,36807,0
4.86,1,0,0,0,0,0,0,0,1,0,0,0,31626,0
1.266,0,0,0,0,0,0,0,0,1,0,0,0,1459,0
4.864,0,0,0,0,0,0,1,0,0,0,0,0,36949,0
4.962,0,1,0,0,0,1,0,0,0,0,0,0,31687,0
4.963,0,1,0,0,0,1,0,0,0,0,0,0,19534,0
0.7390000000000001,0,0,0,0,0,0,0,0,0,0,1,0,36957,0
4.857,1,0,0,0,0,0,0,0,1,0,0,0,13118,0
4.864,0,0,0,0,0,0,0,0,1,0,0,0,27835,0
4.856,0,0,0,0,0,0,0,0,1,0,0,0,7973,0
4.191,0,0,0,0,0,0,0,0,0,1,0,0,11095,0
1.281,0,0,0,0,0,0,1,0,0,0,0,0,3999,0
4.856,1,0,0,0,0,0,0,0,1,0,0,0,33331,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,38840,0
4.961,0,0,0,0,0,1,0,0,0,0,0,0,13367,0
4.0760000000000005,0,0,0,0,0,0,0,0,0,1,0,0,33923,0
4.8580000000000005,1,0,0,0,0,0,0,0,1,0,0,0,8334,0
1.3130000000000002,0,0,0,0,0,0,0,0,1,0,0,0,39236,0
4.864,1,0,0,0,0,0,1,0,0,0,0,0,37817,0
1.334,1,0,0,0,0,0,0,0,1,0,0,0,40101,0
4.961,0,0,0,0,0,0,1,0,0,0,0,0,14799,0
4.96,1,0,0,0,0,1,0,0,0,0,0,0,6070,0
4.9639999999999995,0,0,0,0,1,0,0,0,0,0,0,0,32859,0
4.1530000000000005,1,0,0,0,0,0,0,0,0,1,0,0,24752,0
0.7240000000000001,0,0,0,0,0,0,0,0,0,0,1,0,20653,0
4.021,0,0,0,0,0,0,0,0,0,1,0,0,31636,0
4.857,0,0,0,0,0,0,0,0,1,0,0,0,1266,0
0.635,0,0,0,0,0,0,0,1,0,0,0,0,9940,1
1.264,0,0,0,0,0,0,0,0,1,0,0,0,27567,0
0.882,0,0,0,0,0,0,0,0,0,0,0,0,35386,0
4.864,1,0,0,0,0,0,1,0,0,0,0,0,16747,0
4.864,0,0,0,0,0,0,1,0,0,0,0,0,26969,0
4.961,0,0,0,0,0,1,0,0,0,0,0,0,8020,0
1.483,1,0,0,1,0,0,0,0,0,0,0,0,30028,0
