age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
30,admin.,divorced,university.degree,no,no,yes,7570,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
40,self-employed,single,university.degree,unknown,yes,yes,19991,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1
43,technician,married,professional.course,no,no,no,37538,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
30,blue-collar,single,basic.9y,no,yes,no,15280,telephone,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
39,technician,single,university.degree,no,yes,no,36536,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
25,services,married,high.school,unknown,no,no,18946,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
39,blue-collar,single,unknown,unknown,no,no,16229,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
58,unknown,married,high.school,unknown,no,no,7824,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
42,management,single,university.degree,no,no,no,32109,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5
54,blue-collar,married,basic.4y,unknown,no,no,12659,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
59,retired,married,basic.4y,no,no,no,17637,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
32,admin.,single,university.degree,unknown,yes,yes,30638,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
26,admin.,single,high.school,no,no,no,22696,cellular,jun,fri,2,999,1,failure,-2.9,92.963,-40.8,1.268,5076.2
34,admin.,single,high.school,no,no,yes,20211,telephone,may,fri,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
49,blue-collar,married,basic.4y,unknown,no,no,32079,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
35,technician,single,professional.course,no,no,no,9195,telephone,may,thu,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
40,technician,married,professional.course,no,yes,no,27485,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
31,technician,married,university.degree,no,yes,no,13234,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,services,married,high.school,no,no,yes,16098,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,management,divorced,high.school,no,no,no,4765,cellular,may,mon,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1
39,services,divorced,unknown,no,yes,no,15889,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
47,blue-collar,married,basic.9y,no,yes,no,22806,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
27,technician,single,university.degree,no,yes,no,2146,cellular,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6
35,management,married,university.degree,no,no,no,1078,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
37,services,single,basic.9y,no,no,no,34480,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
46,admin.,divorced,university.degree,unknown,no,no,38243,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
37,blue-collar,married,basic.4y,no,yes,no,15178,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
39,blue-collar,married,basic.4y,unknown,no,no,34067,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
31,admin.,single,university.degree,no,yes,yes,32164,cellular,may,fri,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
56,services,single,high.school,no,yes,no,14691,cellular,nov,fri,6,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
49,blue-collar,married,basic.9y,unknown,no,yes,40061,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
41,blue-collar,divorced,basic.6y,no,yes,no,34143,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,entrepreneur,married,university.degree,no,no,no,28654,cellular,may,fri,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
34,admin.,married,university.degree,no,no,no,31449,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
49,admin.,single,unknown,unknown,yes,no,39405,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
38,services,married,high.school,no,yes,no,23168,telephone,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
46,technician,married,professional.course,no,yes,no,11273,telephone,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
27,services,single,university.degree,no,no,no,16369,cellular,mar,mon,6,999,1,failure,-1.8,93.369,-34.8,0.652,5008.7
31,technician,married,professional.course,no,no,no,31448,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,admin.,married,university.degree,no,yes,yes,40520,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
46,unknown,married,university.degree,no,no,no,13407,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
53,blue-collar,married,basic.4y,no,no,no,13719,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
54,technician,divorced,basic.9y,no,yes,no,30239,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
39,technician,married,high.school,no,no,no,29183,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
57,services,married,high.school,no,yes,no,39358,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
35,admin.,single,university.degree,no,no,no,36365,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
54,management,divorced,professional.course,no,no,no,13285,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
39,technician,married,university.degree,no,no,yes,4518,cellular,jun,tue,2,999,1,failure,-1.7,94.055,-39.8,0.7020000000000001,4991.6
41,management,married,basic.6y,unknown,no,no,5842,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
31,technician,single,professional.course,no,yes,no,19377,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
58,blue-collar,married,basic.4y,no,no,yes,31316,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
46,blue-collar,single,basic.4y,no,no,no,6376,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
44,services,married,high.school,no,no,no,3186,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
36,admin.,single,university.degree,no,no,no,37489,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
28,blue-collar,married,basic.9y,no,no,yes,19229,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
48,blue-collar,married,basic.9y,unknown,no,no,44,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
32,technician,divorced,professional.course,no,yes,no,9101,cellular,may,tue,10,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
60,admin.,married,unknown,no,no,no,3132,cellular,nov,tue,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.046,4963.6
41,services,married,high.school,no,yes,no,25734,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
38,technician,married,professional.course,unknown,yes,no,4347,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,technician,married,university.degree,no,yes,no,33019,telephone,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
35,management,married,university.degree,no,no,no,1337,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
22,student,single,basic.9y,no,no,no,35592,cellular,mar,fri,1,999,1,failure,-1.8,93.369,-34.8,0.653,5008.7
65,retired,married,university.degree,no,no,no,16314,cellular,nov,fri,1,3,3,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5
28,technician,married,basic.9y,no,yes,no,13415,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
29,admin.,single,university.degree,no,no,no,12029,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,blue-collar,married,basic.9y,unknown,no,no,40488,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
42,housemaid,married,basic.9y,no,yes,no,38709,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
53,admin.,married,high.school,no,yes,no,671,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
41,blue-collar,married,basic.6y,unknown,yes,no,38878,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,technician,divorced,professional.course,no,yes,no,3181,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,5099.1
31,technician,single,professional.course,no,yes,no,31100,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
53,blue-collar,single,basic.4y,no,no,no,14571,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
50,admin.,married,high.school,no,no,no,23485,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
51,technician,married,professional.course,no,yes,no,27262,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
58,unknown,married,basic.4y,no,no,yes,40245,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
46,management,married,basic.9y,no,yes,no,13716,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
34,admin.,married,university.degree,no,yes,no,24592,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1
47,admin.,married,high.school,no,yes,no,15945,cellular,oct,fri,1,999,1,failure,-1.1,94.601,-49.5,0.972,4963.6
31,blue-collar,single,high.school,no,no,no,32142,cellular,jul,mon,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
49,admin.,unknown,university.degree,no,no,no,30011,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
60,retired,married,university.degree,no,no,no,32131,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6
39,management,married,university.degree,no,yes,no,34387,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
28,technician,single,university.degree,unknown,no,no,23809,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
26,blue-collar,married,basic.4y,no,yes,no,23011,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
36,admin.,married,university.degree,no,yes,no,21828,cellular,sep,tue,1,999,2,failure,-1.1,94.199,-37.5,0.8809999999999999,4963.6
23,admin.,single,university.degree,no,yes,no,10011,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1
52,management,divorced,university.degree,no,yes,no,31759,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
41,technician,married,professional.course,no,no,no,34059,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
33,blue-collar,married,basic.4y,no,no,no,3001,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
39,admin.,single,unknown,no,no,no,16565,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,admin.,single,high.school,no,yes,no,12698,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
58,retired,married,university.degree,no,no,no,3295,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
52,services,married,basic.6y,no,yes,no,4854,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
30,admin.,married,university.degree,no,unknown,unknown,24721,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
29,admin.,single,basic.9y,unknown,no,no,25664,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,unemployed,single,high.school,unknown,yes,yes,18510,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
26,blue-collar,single,basic.6y,unknown,yes,no,4563,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
40,entrepreneur,married,basic.9y,no,yes,no,23590,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
38,blue-collar,married,basic.9y,unknown,no,no,6894,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
78,retired,divorced,basic.4y,no,yes,no,22252,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5
51,services,married,high.school,no,yes,no,31483,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
49,admin.,divorced,high.school,no,yes,no,7979,cellular,jul,fri,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
51,technician,married,professional.course,no,no,no,7172,cellular,jul,thu,1,13,1,success,-2.9,92.469,-33.6,1.072,5076.2
42,technician,married,basic.9y,no,no,no,9356,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
26,entrepreneur,married,professional.course,no,yes,no,32398,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
41,services,married,basic.6y,unknown,yes,no,11703,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
37,admin.,married,high.school,no,yes,no,22289,cellular,may,fri,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
47,blue-collar,married,basic.9y,unknown,no,no,36899,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
54,blue-collar,single,unknown,no,yes,no,3476,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
42,admin.,divorced,professional.course,no,no,no,26429,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
44,blue-collar,married,basic.6y,no,yes,yes,39157,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
22,services,single,high.school,no,no,no,38482,cellular,may,fri,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
29,admin.,single,high.school,no,yes,yes,7598,telephone,jun,thu,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
34,management,married,unknown,no,yes,no,2483,telephone,may,fri,16,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,admin.,single,university.degree,no,yes,no,11924,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
54,housemaid,married,high.school,no,no,no,21559,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
38,blue-collar,single,high.school,unknown,yes,no,14109,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
47,unknown,married,unknown,no,yes,no,7794,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
48,entrepreneur,married,professional.course,no,no,no,28942,telephone,jun,fri,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
34,housemaid,married,unknown,no,yes,no,11507,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,blue-collar,married,basic.4y,unknown,yes,yes,1597,cellular,jul,tue,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
20,blue-collar,single,basic.9y,unknown,yes,no,29220,telephone,may,fri,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
32,services,single,university.degree,no,yes,no,3939,telephone,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
58,self-employed,divorced,university.degree,no,yes,no,34129,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
30,entrepreneur,single,university.degree,no,no,no,6978,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
36,services,single,basic.6y,unknown,yes,no,1648,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
32,entrepreneur,married,university.degree,no,yes,no,19298,cellular,aug,fri,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
31,technician,single,high.school,no,yes,no,21855,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,services,married,high.school,no,no,no,37471,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
33,entrepreneur,married,basic.9y,unknown,yes,yes,22921,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
32,technician,single,university.degree,no,yes,no,38219,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
53,blue-collar,married,basic.4y,unknown,yes,no,23674,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
57,retired,married,basic.4y,no,yes,no,24733,telephone,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
33,management,single,high.school,no,no,no,21761,telephone,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6
30,admin.,single,university.degree,no,no,no,30797,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
26,admin.,married,high.school,no,yes,no,36812,cellular,nov,mon,5,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5
32,admin.,married,professional.course,no,no,yes,6641,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5
43,admin.,single,high.school,no,no,no,3815,telephone,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
45,management,married,university.degree,no,yes,yes,27181,cellular,apr,fri,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1
27,admin.,single,university.degree,no,no,no,15876,telephone,jun,wed,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
35,technician,married,professional.course,no,no,no,14329,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
37,management,single,university.degree,no,yes,no,33256,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
58,retired,married,basic.4y,unknown,no,no,10272,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
36,unemployed,single,basic.9y,no,yes,no,1961,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
57,admin.,single,basic.9y,no,yes,no,3022,cellular,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
27,blue-collar,married,basic.9y,no,no,yes,24460,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
30,technician,divorced,university.degree,no,no,no,9051,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
24,technician,single,basic.9y,no,no,no,30318,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
33,admin.,married,university.degree,no,no,no,26801,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
49,blue-collar,married,basic.9y,no,no,no,36219,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
32,admin.,married,university.degree,no,yes,no,33867,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8
72,retired,married,basic.4y,no,unknown,unknown,6337,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
34,technician,married,professional.course,no,yes,no,10971,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
41,technician,divorced,basic.4y,no,yes,no,4839,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
31,services,single,high.school,no,yes,no,38176,telephone,jul,thu,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
51,blue-collar,married,basic.9y,unknown,yes,no,14378,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
35,management,married,university.degree,no,yes,no,3028,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
53,blue-collar,married,basic.4y,unknown,unknown,unknown,39926,cellular,may,mon,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
44,blue-collar,married,basic.6y,no,no,no,21011,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
49,retired,married,high.school,no,yes,no,35389,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
46,blue-collar,married,basic.9y,unknown,no,no,24940,telephone,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1
38,self-employed,single,unknown,no,yes,no,25320,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
49,services,married,high.school,no,no,no,9091,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
29,admin.,single,high.school,unknown,no,no,9092,cellular,jul,fri,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
26,self-employed,single,university.degree,no,yes,no,8022,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
41,blue-collar,married,basic.9y,unknown,no,no,30452,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
22,technician,single,university.degree,no,no,no,38288,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
73,retired,married,unknown,no,yes,no,34064,telephone,mar,mon,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7
27,admin.,single,high.school,no,yes,no,39226,cellular,may,mon,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
30,student,single,university.degree,no,yes,no,40472,cellular,apr,mon,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
36,blue-collar,married,basic.9y,no,yes,no,14831,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46,blue-collar,married,basic.4y,no,no,no,41023,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38,entrepreneur,married,university.degree,no,no,no,36813,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
27,admin.,married,high.school,no,yes,no,7889,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1
36,admin.,married,university.degree,no,yes,no,31403,cellular,may,wed,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
33,technician,single,professional.course,no,yes,no,37992,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
39,self-employed,married,basic.4y,unknown,yes,no,21253,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,unemployed,divorced,basic.9y,no,no,no,176,cellular,jul,thu,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
23,student,single,high.school,no,no,no,18835,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
35,services,married,high.school,unknown,no,no,4482,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,blue-collar,married,basic.4y,unknown,yes,yes,16711,cellular,apr,thu,1,999,2,failure,-1.8,93.075,-47.1,1.483,5099.1
38,technician,single,professional.course,no,no,no,10538,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
25,admin.,married,unknown,no,no,no,3485,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
51,management,married,university.degree,no,no,yes,22196,telephone,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
