contact,month,day_of_week,campaign,pdays,previous,poutcome,id
telephone,nov,wed,2,999,0,nonexistent,3939
cellular,jul,thu,1,999,0,nonexistent,34129
cellular,nov,thu,1,999,0,nonexistent,6978
telephone,may,thu,2,999,0,nonexistent,1648
cellular,aug,fri,9,999,0,nonexistent,19298
cellular,aug,thu,3,999,0,nonexistent,21855
cellular,nov,thu,1,999,0,nonexistent,37471
telephone,nov,mon,1,999,0,nonexistent,22921
cellular,aug,thu,4,999,0,nonexistent,38219
cellular,aug,thu,1,999,0,nonexistent,23674
telephone,aug,mon,1,999,0,nonexistent,24733
telephone,jun,thu,1,999,0,nonexistent,21761
cellular,nov,tue,1,999,0,nonexistent,30797
cellular,nov,mon,5,999,0,nonexistent,36812
cellular,oct,tue,1,6,1,success,6641
telephone,apr,fri,3,999,0,nonexistent,3815
cellular,apr,fri,1,999,2,failure,27181
telephone,jun,wed,7,999,0,nonexistent,15876
cellular,may,wed,1,999,1,failure,14329
cellular,nov,wed,1,999,1,failure,33256
cellular,jul,tue,1,999,0,nonexistent,10272
cellular,nov,thu,4,999,0,nonexistent,1961
cellular,jul,wed,3,999,0,nonexistent,3022
cellular,jul,mon,1,999,0,nonexistent,24460
cellular,apr,mon,1,999,0,nonexistent,9051
telephone,jun,fri,3,999,0,nonexistent,30318
cellular,aug,thu,5,999,0,nonexistent,26801
cellular,may,thu,2,999,1,failure,36219
cellular,nov,thu,2,999,1,failure,33867
cellular,apr,tue,1,999,0,nonexistent,6337
cellular,apr,thu,2,999,0,nonexistent,10971
telephone,may,tue,1,999,0,nonexistent,4839
telephone,jul,thu,5,999,0,nonexistent,38176
cellular,jul,fri,1,999,0,nonexistent,14378
cellular,aug,fri,4,999,0,nonexistent,3028
cellular,may,mon,2,999,1,failure,39926
cellular,aug,tue,4,999,0,nonexistent,21011
cellular,may,mon,2,999,0,nonexistent,35389
telephone,jul,thu,4,999,0,nonexistent,24940
cellular,jul,tue,3,999,0,nonexistent,25320
cellular,apr,mon,4,999,0,nonexistent,9091
cellular,jul,fri,3,999,0,nonexistent,9092
cellular,jun,fri,2,999,0,nonexistent,8022
telephone,may,mon,2,999,0,nonexistent,30452
cellular,may,fri,1,999,0,nonexistent,38288
telephone,mar,mon,1,999,0,nonexistent,34064
cellular,may,mon,1,999,1,failure,39226
cellular,apr,mon,6,999,0,nonexistent,40472
telephone,jun,fri,3,999,0,nonexistent,14831
cellular,aug,fri,3,999,0,nonexistent,41023
telephone,may,thu,1,999,0,nonexistent,36813
cellular,may,fri,2,999,0,nonexistent,7889
cellular,may,wed,3,999,0,nonexistent,31403
cellular,may,fri,1,999,0,nonexistent,37992
telephone,may,wed,2,999,0,nonexistent,21253
cellular,jul,thu,7,999,0,nonexistent,176
cellular,jun,wed,2,999,0,nonexistent,18835
telephone,may,fri,2,999,0,nonexistent,4482
cellular,apr,thu,1,999,2,failure,16711
telephone,may,wed,1,999,0,nonexistent,10538
telephone,jun,mon,1,999,0,nonexistent,3485
telephone,nov,fri,4,999,0,nonexistent,22196
cellular,may,wed,2,999,0,nonexistent,17558
cellular,may,fri,1,999,0,nonexistent,14641
telephone,jun,thu,1,999,0,nonexistent,23483
telephone,jun,tue,6,999,0,nonexistent,19644
cellular,may,tue,1,999,0,nonexistent,14553
telephone,may,fri,2,999,0,nonexistent,28828
cellular,aug,wed,1,999,0,nonexistent,36032
cellular,aug,fri,2,999,0,nonexistent,14104
cellular,nov,wed,2,999,1,failure,30274
telephone,may,mon,1,999,0,nonexistent,31809
cellular,jul,tue,1,999,0,nonexistent,11956
cellular,may,tue,4,999,0,nonexistent,9097
cellular,jul,tue,2,999,0,nonexistent,10292
cellular,jul,thu,2,999,0,nonexistent,34967
cellular,may,fri,2,999,1,failure,3018
cellular,jul,tue,4,999,0,nonexistent,31830
cellular,aug,fri,3,999,0,nonexistent,13228
cellular,may,thu,2,999,1,failure,21613
telephone,may,fri,9,999,0,nonexistent,17578
telephone,may,wed,3,999,0,nonexistent,24988
telephone,may,thu,1,999,0,nonexistent,7984
cellular,aug,fri,1,999,0,nonexistent,10145
cellular,jul,thu,2,999,0,nonexistent,24534
cellular,may,tue,1,999,0,nonexistent,17858
cellular,aug,tue,1,999,0,nonexistent,19321
cellular,aug,tue,2,999,0,nonexistent,16490
telephone,nov,fri,1,999,0,nonexistent,34065
cellular,apr,fri,1,999,0,nonexistent,38807
telephone,jun,mon,2,999,0,nonexistent,4936
cellular,apr,thu,1,999,1,failure,19410
cellular,sep,thu,2,999,0,nonexistent,8474
cellular,jul,mon,2,999,0,nonexistent,12832
cellular,may,fri,1,999,0,nonexistent,3561
telephone,may,fri,3,999,0,nonexistent,1614
cellular,may,fri,2,999,1,failure,23854
telephone,may,fri,4,999,0,nonexistent,38216
cellular,nov,wed,1,999,0,nonexistent,27625
telephone,may,wed,4,999,0,nonexistent,7489
cellular,nov,thu,1,999,0,nonexistent,37598
cellular,jul,mon,2,999,0,nonexistent,35578
cellular,mar,wed,8,999,0,nonexistent,6588
cellular,nov,mon,2,999,0,nonexistent,31861
cellular,jul,wed,2,999,0,nonexistent,15208
cellular,apr,thu,1,999,0,nonexistent,40778
telephone,may,fri,1,999,0,nonexistent,21591
cellular,jun,mon,1,4,1,success,22934
telephone,may,tue,1,999,0,nonexistent,7410
cellular,oct,thu,2,999,0,nonexistent,40593
telephone,jun,wed,1,999,0,nonexistent,39045
telephone,may,tue,2,999,0,nonexistent,2281
telephone,jun,mon,3,999,0,nonexistent,32540
telephone,apr,tue,2,999,0,nonexistent,6953
cellular,aug,thu,2,999,0,nonexistent,21386
cellular,aug,fri,1,999,0,nonexistent,17282
telephone,may,mon,1,999,0,nonexistent,29440
cellular,nov,tue,1,999,0,nonexistent,22601
telephone,may,fri,4,999,0,nonexistent,23919
telephone,may,thu,2,999,0,nonexistent,39849
telephone,may,wed,2,999,0,nonexistent,25841
cellular,may,wed,1,999,1,failure,28327
telephone,jun,mon,3,999,0,nonexistent,33085
telephone,jun,mon,5,999,0,nonexistent,41145
cellular,may,wed,1,999,1,failure,13617
cellular,jul,fri,1,999,0,nonexistent,33103
cellular,jul,thu,1,999,0,nonexistent,22889
telephone,jul,thu,10,999,0,nonexistent,33266
telephone,may,fri,5,999,0,nonexistent,32329
cellular,aug,wed,6,999,0,nonexistent,20448
cellular,jul,wed,8,999,0,nonexistent,28932
cellular,apr,thu,1,999,0,nonexistent,39019
cellular,nov,mon,5,999,0,nonexistent,1537
telephone,jun,fri,1,999,0,nonexistent,25715
cellular,jul,thu,15,999,0,nonexistent,36933
cellular,apr,mon,2,999,0,nonexistent,11214
telephone,may,wed,3,999,0,nonexistent,4997
cellular,jul,fri,7,999,0,nonexistent,15824
cellular,nov,mon,1,999,0,nonexistent,38228
telephone,may,wed,1,999,0,nonexistent,23375
cellular,may,tue,1,999,0,nonexistent,8975
cellular,may,fri,2,999,2,failure,37816
telephone,jun,mon,1,999,0,nonexistent,40035
cellular,nov,thu,7,999,0,nonexistent,39265
cellular,aug,wed,1,999,0,nonexistent,34975
cellular,jul,thu,2,25,2,failure,20335
cellular,aug,mon,2,999,0,nonexistent,23816
cellular,may,mon,5,999,0,nonexistent,13217
telephone,may,wed,9,999,0,nonexistent,27669
telephone,may,wed,2,999,0,nonexistent,5043
telephone,may,fri,8,999,0,nonexistent,24783
cellular,jul,fri,1,999,0,nonexistent,1583
cellular,may,mon,4,3,1,success,2415
cellular,aug,mon,2,999,0,nonexistent,21670
cellular,apr,thu,2,999,0,nonexistent,12245
cellular,oct,thu,2,999,0,nonexistent,29067
cellular,jul,thu,2,999,0,nonexistent,18602
telephone,may,thu,1,999,0,nonexistent,37088
cellular,aug,thu,1,999,0,nonexistent,37961
cellular,jul,mon,3,999,0,nonexistent,6381
cellular,may,tue,1,999,0,nonexistent,9010
cellular,sep,wed,1,999,0,nonexistent,10566
telephone,may,fri,9,999,0,nonexistent,4213
telephone,jun,wed,1,999,0,nonexistent,17922
cellular,may,tue,1,999,0,nonexistent,12065
telephone,jun,wed,1,999,0,nonexistent,4080
cellular,nov,thu,2,6,1,success,39857
telephone,may,mon,4,999,0,nonexistent,29464
cellular,jul,fri,1,999,0,nonexistent,7696
telephone,may,tue,1,999,0,nonexistent,33981
cellular,aug,tue,1,999,0,nonexistent,25833
telephone,oct,wed,1,999,0,nonexistent,1210
cellular,aug,mon,2,999,0,nonexistent,771
cellular,jul,fri,4,999,0,nonexistent,1345
cellular,mar,mon,2,999,0,nonexistent,2742
cellular,jul,tue,1,999,0,nonexistent,8568
telephone,may,thu,1,999,0,nonexistent,39793
cellular,jul,mon,4,999,0,nonexistent,27434
cellular,aug,tue,1,999,0,nonexistent,11756
cellular,may,thu,2,999,0,nonexistent,29271
telephone,may,wed,6,999,0,nonexistent,26462
cellular,may,tue,1,999,0,nonexistent,27140
cellular,may,mon,1,999,1,failure,37558
cellular,may,wed,2,999,0,nonexistent,37997
cellular,jul,tue,5,999,0,nonexistent,836
cellular,may,wed,1,999,1,failure,26644
cellular,aug,tue,1,999,0,nonexistent,12264
cellular,apr,tue,1,999,0,nonexistent,13089
cellular,nov,tue,1,999,1,failure,9241
telephone,jun,fri,2,999,0,nonexistent,13874
cellular,oct,mon,1,3,2,success,17094
cellular,aug,fri,4,999,0,nonexistent,31716
cellular,may,wed,1,999,0,nonexistent,26460
cellular,apr,tue,1,999,0,nonexistent,648
cellular,may,thu,3,999,0,nonexistent,27272
cellular,may,thu,1,999,0,nonexistent,24819
cellular,may,fri,1,999,1,failure,34365
telephone,jun,thu,2,999,0,nonexistent,1291
cellular,jul,mon,2,999,0,nonexistent,25773
telephone,may,fri,6,999,1,failure,19145
telephone,may,tue,1,999,0,nonexistent,10497
cellular,aug,tue,3,6,1,success,11906
cellular,aug,tue,2,999,0,nonexistent,8764
telephone,may,fri,3,999,0,nonexistent,41053
cellular,jul,fri,2,999,0,nonexistent,9103
telephone,may,tue,5,999,0,nonexistent,3778
telephone,may,mon,6,999,0,nonexistent,22830
telephone,may,wed,2,999,0,nonexistent,3950
cellular,apr,thu,2,999,1,failure,13529
telephone,may,wed,9,999,0,nonexistent,15144
cellular,jun,mon,1,14,1,success,5920
telephone,jun,wed,1,999,0,nonexistent,27110
cellular,nov,wed,1,999,1,failure,20502
cellular,may,tue,2,999,0,nonexistent,16544
cellular,aug,fri,1,999,0,nonexistent,30010
telephone,may,thu,3,999,0,nonexistent,25967
cellular,may,mon,1,999,0,nonexistent,21268
telephone,may,wed,2,999,0,nonexistent,1626
cellular,jul,fri,1,999,0,nonexistent,15533
telephone,may,mon,2,999,0,nonexistent,25499
cellular,aug,mon,3,999,0,nonexistent,18719
cellular,apr,fri,1,999,0,nonexistent,11491
cellular,jul,wed,5,999,0,nonexistent,13744
cellular,aug,thu,1,999,0,nonexistent,4272
telephone,may,tue,1,999,0,nonexistent,5909
cellular,aug,mon,3,999,0,nonexistent,13058
cellular,sep,wed,1,999,0,nonexistent,15751
cellular,jul,tue,1,999,0,nonexistent,9166
cellular,nov,fri,1,999,0,nonexistent,25264
telephone,apr,mon,4,999,0,nonexistent,8517
cellular,nov,thu,4,999,1,failure,26563
cellular,aug,fri,1,999,0,nonexistent,18568
telephone,may,mon,3,999,0,nonexistent,19102
cellular,jul,mon,1,999,0,nonexistent,1440
cellular,nov,wed,2,999,0,nonexistent,15387
cellular,aug,fri,5,999,0,nonexistent,30416
telephone,jun,mon,1,999,0,nonexistent,29581
cellular,jul,wed,2,999,0,nonexistent,30025
cellular,aug,mon,1,999,0,nonexistent,6183
cellular,jul,wed,1,999,0,nonexistent,29614
cellular,aug,thu,3,999,0,nonexistent,8552
cellular,aug,thu,3,999,0,nonexistent,15483
cellular,nov,thu,2,999,1,failure,22300
cellular,jul,mon,4,999,0,nonexistent,40705
telephone,may,wed,2,999,0,nonexistent,8766
telephone,jun,fri,2,999,0,nonexistent,37145
telephone,jun,tue,13,999,0,nonexistent,38541
telephone,jun,tue,4,999,0,nonexistent,38582
cellular,may,fri,5,999,0,nonexistent,29737
telephone,may,tue,1,999,0,nonexistent,22273
telephone,nov,tue,1,999,0,nonexistent,39957
cellular,may,fri,1,999,0,nonexistent,41061
cellular,jul,wed,2,999,0,nonexistent,32397
cellular,may,wed,3,999,1,failure,11663
cellular,nov,fri,2,999,1,failure,12098
cellular,jul,thu,11,999,0,nonexistent,39217
telephone,nov,fri,8,999,0,nonexistent,2368
cellular,aug,tue,1,999,0,nonexistent,4572
telephone,jun,mon,1,999,0,nonexistent,23628
cellular,nov,wed,3,999,0,nonexistent,5765
cellular,aug,tue,1,999,0,nonexistent,26565
cellular,jul,mon,3,999,0,nonexistent,28572
cellular,may,thu,1,999,0,nonexistent,5041
cellular,jul,mon,1,999,0,nonexistent,33215
telephone,jun,mon,2,999,0,nonexistent,33762
cellular,jul,thu,1,999,0,nonexistent,3050
telephone,may,mon,2,999,0,nonexistent,35043
cellular,jun,mon,1,999,1,failure,35825
telephone,may,fri,5,999,0,nonexistent,19389
cellular,may,thu,3,999,1,failure,18515
cellular,aug,thu,1,999,0,nonexistent,9824
cellular,jul,mon,2,999,0,nonexistent,31045
cellular,nov,mon,1,999,0,nonexistent,31673
cellular,may,wed,2,999,0,nonexistent,11728
cellular,jul,fri,2,999,0,nonexistent,36912
cellular,aug,fri,1,999,0,nonexistent,37932
cellular,apr,thu,1,999,1,failure,4712
telephone,jun,wed,1,999,0,nonexistent,19419
telephone,sep,thu,1,999,0,nonexistent,37234
telephone,jul,thu,1,999,0,nonexistent,2784
telephone,aug,thu,7,999,0,nonexistent,18151
telephone,may,mon,12,999,0,nonexistent,27724
cellular,may,mon,2,999,0,nonexistent,4368
telephone,may,wed,5,999,0,nonexistent,15917
cellular,nov,mon,1,999,0,nonexistent,40679
cellular,aug,thu,4,999,2,failure,37503
cellular,may,thu,1,999,2,failure,35070
cellular,jul,wed,8,999,0,nonexistent,36500
telephone,mar,tue,3,6,2,success,24523
telephone,may,tue,1,999,0,nonexistent,39594
cellular,apr,mon,2,999,0,nonexistent,4841
cellular,apr,wed,2,999,0,nonexistent,23413
cellular,may,wed,2,999,0,nonexistent,14108
cellular,may,fri,2,999,0,nonexistent,14297
cellular,oct,mon,2,999,0,nonexistent,39377
cellular,jul,wed,5,999,0,nonexistent,1026
telephone,may,mon,1,999,0,nonexistent,3386
cellular,jul,mon,3,999,0,nonexistent,25033
cellular,jun,tue,1,999,0,nonexistent,22467
telephone,may,thu,1,999,0,nonexistent,4601
telephone,may,tue,2,999,0,nonexistent,9566
telephone,jun,mon,4,999,0,nonexistent,15570
cellular,jul,mon,3,999,0,nonexistent,37261
cellular,nov,fri,2,999,0,nonexistent,29748
telephone,oct,wed,2,999,0,nonexistent,19770
telephone,jun,fri,2,999,0,nonexistent,1850
cellular,nov,thu,1,999,0,nonexistent,19088
telephone,jun,fri,1,999,0,nonexistent,19391
telephone,may,wed,2,999,0,nonexistent,6682
cellular,may,thu,6,999,0,nonexistent,4022
cellular,nov,tue,2,999,0,nonexistent,33707
cellular,aug,wed,9,999,0,nonexistent,16365
cellular,jul,fri,3,999,0,nonexistent,16190
cellular,aug,mon,1,999,0,nonexistent,39317
telephone,jun,thu,5,999,0,nonexistent,31754
cellular,mar,tue,1,999,0,nonexistent,18825
cellular,may,tue,6,999,0,nonexistent,6613
cellular,may,wed,2,999,0,nonexistent,27773
telephone,may,thu,1,999,0,nonexistent,11994
cellular,nov,tue,2,999,0,nonexistent,25021
telephone,may,tue,2,999,0,nonexistent,38082
cellular,may,thu,1,999,0,nonexistent,13169
cellular,may,thu,2,999,0,nonexistent,14416
cellular,aug,tue,5,999,0,nonexistent,15096
cellular,aug,tue,5,999,0,nonexistent,12931
cellular,may,fri,1,999,0,nonexistent,39424
cellular,may,mon,1,999,1,failure,32128
cellular,jul,fri,1,999,0,nonexistent,11295
cellular,aug,fri,1,999,0,nonexistent,1514
cellular,aug,mon,2,999,0,nonexistent,2893
telephone,may,wed,1,999,0,nonexistent,34126
cellular,may,tue,3,999,0,nonexistent,212
cellular,nov,fri,1,999,0,nonexistent,27183
telephone,may,tue,1,999,0,nonexistent,29666
cellular,apr,fri,1,999,0,nonexistent,28238
cellular,aug,mon,1,999,0,nonexistent,15412
cellular,jul,mon,3,999,0,nonexistent,25362
telephone,jun,fri,2,999,0,nonexistent,24688
cellular,may,thu,2,999,0,nonexistent,12672
cellular,may,wed,1,999,0,nonexistent,751
telephone,oct,wed,1,999,0,nonexistent,19993
cellular,aug,tue,1,999,0,nonexistent,8652
telephone,nov,wed,3,999,0,nonexistent,25901
telephone,jun,fri,1,999,0,nonexistent,6865
cellular,jul,tue,5,999,0,nonexistent,6982
cellular,nov,fri,1,999,0,nonexistent,1127
cellular,may,mon,2,999,1,failure,36483
telephone,jun,thu,2,999,0,nonexistent,6129
telephone,may,wed,4,999,0,nonexistent,20847
telephone,may,mon,1,999,0,nonexistent,14157
telephone,may,fri,3,999,0,nonexistent,204
cellular,may,thu,1,999,0,nonexistent,25237
telephone,may,thu,2,999,0,nonexistent,14516
telephone,may,wed,1,999,0,nonexistent,24035
cellular,aug,wed,5,999,0,nonexistent,27123
cellular,nov,wed,1,999,1,failure,13682
telephone,jun,wed,1,999,0,nonexistent,4733
cellular,nov,mon,1,4,2,failure,22571
telephone,may,tue,1,999,0,nonexistent,28856
cellular,jul,fri,1,999,0,nonexistent,6288
cellular,jun,tue,1,999,0,nonexistent,35163
telephone,may,mon,2,999,0,nonexistent,3531
cellular,oct,tue,1,999,3,failure,38922
telephone,jun,tue,3,999,0,nonexistent,38080
telephone,jun,thu,5,999,0,nonexistent,33925
cellular,nov,tue,1,999,0,nonexistent,13223
telephone,may,fri,2,999,0,nonexistent,33902
cellular,may,mon,2,999,0,nonexistent,5756
cellular,jun,wed,2,999,0,nonexistent,4223
telephone,may,fri,3,999,0,nonexistent,68
cellular,nov,fri,1,999,0,nonexistent,39474
cellular,aug,wed,1,999,0,nonexistent,34996
telephone,may,mon,1,999,0,nonexistent,815
cellular,nov,mon,1,999,0,nonexistent,7181
cellular,may,wed,1,999,1,failure,39918
telephone,may,wed,3,999,0,nonexistent,31194
cellular,jul,thu,3,999,0,nonexistent,11631
telephone,jun,thu,1,999,0,nonexistent,24586
telephone,may,wed,2,999,0,nonexistent,13964
cellular,aug,fri,2,999,0,nonexistent,36068
cellular,jul,mon,3,999,0,nonexistent,24496
cellular,apr,mon,1,999,1,failure,26375
cellular,jul,wed,5,999,0,nonexistent,24090
cellular,apr,mon,3,999,0,nonexistent,8784
telephone,may,thu,2,999,0,nonexistent,24437
cellular,jul,wed,1,999,1,failure,12263
cellular,aug,mon,2,999,0,nonexistent,27924
telephone,may,tue,6,999,0,nonexistent,6820
cellular,aug,wed,1,999,0,nonexistent,19630
cellular,oct,fri,1,999,0,nonexistent,7048
cellular,jul,wed,1,999,0,nonexistent,36390
cellular,may,mon,2,999,0,nonexistent,31967
cellular,nov,fri,3,999,0,nonexistent,12688
telephone,jun,thu,8,999,0,nonexistent,32301
cellular,jun,tue,2,999,0,nonexistent,26519
cellular,apr,mon,2,999,0,nonexistent,14361
cellular,apr,wed,2,999,0,nonexistent,12639
cellular,aug,fri,1,999,0,nonexistent,953
telephone,may,mon,2,999,0,nonexistent,12528
cellular,may,thu,4,999,1,failure,41182
cellular,sep,mon,3,999,1,failure,36798
cellular,jul,mon,1,999,0,nonexistent,28418
cellular,aug,tue,2,999,0,nonexistent,31494
telephone,may,tue,1,999,0,nonexistent,37683
telephone,jun,tue,4,999,0,nonexistent,36613
telephone,may,tue,1,999,0,nonexistent,17061
telephone,may,mon,2,999,0,nonexistent,5826
cellular,aug,mon,4,999,0,nonexistent,34208
cellular,sep,fri,1,999,0,nonexistent,9077
cellular,jul,thu,2,999,0,nonexistent,17712
telephone,apr,wed,1,999,0,nonexistent,3380
telephone,may,tue,3,999,0,nonexistent,8930
telephone,may,fri,17,999,0,nonexistent,28705
telephone,jun,mon,6,999,0,nonexistent,20414
cellular,aug,wed,3,999,0,nonexistent,24490
cellular,jul,tue,1,999,0,nonexistent,12716
cellular,may,tue,1,999,0,nonexistent,22767
cellular,jun,fri,1,999,0,nonexistent,12512
cellular,may,fri,5,999,1,failure,713
cellular,aug,mon,3,999,0,nonexistent,3615
telephone,may,thu,1,999,0,nonexistent,30114
cellular,aug,tue,1,999,0,nonexistent,20420
cellular,may,fri,5,999,0,nonexistent,17276
cellular,may,tue,3,999,0,nonexistent,39125
cellular,jul,tue,1,999,0,nonexistent,30529
cellular,aug,mon,7,999,0,nonexistent,1088
telephone,jun,mon,5,999,0,nonexistent,21394
cellular,aug,fri,1,999,2,failure,2077
cellular,sep,tue,1,3,1,success,40109
cellular,aug,fri,1,999,0,nonexistent,23348
cellular,sep,wed,1,999,0,nonexistent,1556
cellular,may,thu,2,999,0,nonexistent,1201
cellular,aug,mon,2,999,0,nonexistent,3254
telephone,jun,thu,4,999,0,nonexistent,28248
telephone,may,tue,1,999,0,nonexistent,38913
telephone,may,mon,2,999,0,nonexistent,22462
telephone,jun,fri,22,999,0,nonexistent,33826
telephone,jun,thu,4,999,0,nonexistent,18597
