age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
51,admin.,married,university.degree,no,yes,no,18236,cellular,aug,thu,2,999,1,failure,1.4,93.444,-36.1,4.963,5228.1
31,technician,single,high.school,no,no,no,24163,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
37,management,married,university.degree,no,yes,no,24258,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
76,retired,married,university.degree,no,no,no,3383,cellular,dec,thu,1,999,1,failure,-3.0,92.713,-33.0,0.7120000000000001,5023.5
36,blue-collar,married,Basic,no,yes,no,23193,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
45,blue-collar,married,Basic,no,yes,no,6899,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
41,housemaid,married,university.degree,unknown,no,no,26941,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
34,technician,married,Basic,no,yes,no,17004,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8
33,technician,single,high.school,no,no,yes,9145,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
42,blue-collar,married,Basic,no,no,no,13079,telephone,jun,mon,4,999,1,failure,1.4,94.465,-41.8,4.96,5228.1
44,admin.,married,high.school,unknown,no,no,13612,cellular,aug,fri,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
36,admin.,married,university.degree,no,yes,no,23320,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
40,blue-collar,married,Basic,no,no,no,10843,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
35,admin.,married,high.school,no,yes,no,32280,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
53,retired,married,high.school,no,no,no,3742,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
39,management,married,university.degree,no,yes,no,15789,telephone,jun,fri,24,999,1,success,1.4,94.465,-41.8,4.967,5228.1
35,admin.,married,high.school,unknown,yes,no,241,telephone,may,fri,14,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,admin.,married,high.school,no,no,no,4905,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
37,blue-collar,married,Basic,no,no,no,30095,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
32,self-employed,single,professional.course,no,unknown,unknown,35637,cellular,aug,tue,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
53,blue-collar,married,Basic,no,no,yes,17904,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
49,blue-collar,single,Basic,no,no,no,37986,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
30,admin.,single,university.degree,no,no,yes,39884,cellular,aug,mon,1,999,1,failure,1.4,93.444,-36.1,4.965,5228.1
41,admin.,married,Basic,unknown,no,no,4473,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
35,blue-collar,married,Basic,no,yes,no,39552,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1
59,housemaid,divorced,Basic,unknown,no,no,5813,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
27,technician,single,high.school,no,yes,no,36213,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
55,admin.,married,unknown,no,yes,yes,23907,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38,management,married,university.degree,no,yes,no,16802,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,management,single,university.degree,unknown,yes,yes,34775,telephone,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
42,technician,divorced,Basic,no,no,no,30381,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
27,student,single,university.degree,no,yes,no,24919,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.4060000000000015,5195.8
54,entrepreneur,married,high.school,no,yes,no,9015,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
44,management,divorced,university.degree,no,yes,yes,2372,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
35,technician,single,high.school,no,yes,no,13648,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
29,admin.,married,university.degree,no,no,no,13721,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
35,services,married,high.school,no,no,no,13684,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,unemployed,married,university.degree,no,yes,no,40457,telephone,jul,fri,1,999,0,nonexistent,-1.7,94.215,-40.3,0.8220000000000001,4991.6
49,retired,divorced,professional.course,no,yes,yes,30781,telephone,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39,technician,married,professional.course,no,no,no,26290,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
34,entrepreneur,single,university.degree,no,no,no,32967,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
30,technician,single,university.degree,no,no,no,13723,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
33,blue-collar,single,high.school,no,no,no,21450,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
24,services,single,professional.course,no,yes,no,14383,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
36,blue-collar,married,Basic,no,no,no,34961,cellular,nov,tue,5,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
28,admin.,divorced,high.school,no,no,yes,19643,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
46,blue-collar,single,Basic,no,yes,no,5168,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
45,services,divorced,high.school,no,yes,no,26620,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
42,technician,single,Basic,no,yes,no,5065,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,admin.,married,high.school,no,yes,yes,25227,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,admin.,married,university.degree,no,no,no,30917,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
52,self-employed,married,university.degree,no,no,no,13824,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
51,management,married,high.school,unknown,no,no,9394,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,technician,married,high.school,no,no,no,10443,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
32,management,single,university.degree,no,no,no,8466,cellular,jul,fri,4,16,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6
33,admin.,single,high.school,no,yes,no,39657,telephone,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
41,blue-collar,married,Basic,unknown,yes,no,16301,telephone,nov,mon,4,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
51,blue-collar,married,professional.course,no,no,yes,17604,cellular,aug,thu,5,999,1,failure,1.4,93.444,-36.1,4.962,5228.1
31,technician,single,university.degree,no,unknown,unknown,28461,telephone,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39,admin.,single,high.school,no,no,no,31944,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
51,entrepreneur,married,university.degree,no,yes,no,39937,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
41,blue-collar,married,Basic,no,yes,no,31467,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
71,retired,married,high.school,no,yes,no,24322,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
51,unemployed,married,Basic,unknown,yes,no,32291,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
28,admin.,single,high.school,no,no,no,35853,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
57,management,married,university.degree,no,yes,no,5852,cellular,aug,thu,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
31,blue-collar,married,Basic,no,no,no,37702,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
47,technician,married,university.degree,no,yes,no,2330,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50,admin.,married,Basic,no,no,no,1146,cellular,aug,thu,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
42,blue-collar,married,Basic,unknown,yes,no,36147,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
34,self-employed,married,university.degree,no,yes,no,413,cellular,nov,wed,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
25,entrepreneur,single,Basic,no,no,no,7644,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
54,admin.,married,high.school,no,unknown,unknown,27038,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
27,entrepreneur,married,university.degree,no,yes,no,20844,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1
50,admin.,married,university.degree,no,yes,no,2140,cellular,dec,tue,3,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5
29,technician,married,university.degree,no,yes,no,18289,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
39,blue-collar,married,Basic,no,no,no,19784,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
33,technician,single,high.school,no,yes,no,24110,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,technician,married,university.degree,no,no,no,8877,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
51,entrepreneur,divorced,university.degree,no,no,no,25223,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1
56,services,married,Basic,unknown,yes,no,15079,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
53,admin.,single,university.degree,no,no,yes,30964,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
44,technician,married,professional.course,no,no,no,37989,cellular,aug,wed,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50,admin.,married,high.school,no,yes,no,18333,cellular,jul,tue,2,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2
50,admin.,married,high.school,no,yes,yes,13791,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.8029999999999999,5017.5
48,technician,married,professional.course,unknown,no,no,28149,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
39,services,married,high.school,unknown,no,no,14254,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
31,admin.,divorced,university.degree,unknown,no,no,35513,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
38,self-employed,married,professional.course,no,no,no,35031,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
49,self-employed,divorced,unknown,unknown,yes,no,33114,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
34,admin.,single,high.school,no,yes,no,3189,telephone,may,wed,1,999,1,failure,1.1,93.994,-36.4,4.857,5191.0
36,services,married,high.school,no,yes,no,28112,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
48,admin.,divorced,university.degree,no,no,no,14928,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
40,entrepreneur,married,Basic,no,yes,no,16396,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
33,services,single,Basic,unknown,no,no,10872,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,entrepreneur,married,Basic,no,yes,no,8587,telephone,may,tue,3,999,1,failure,1.1,93.994,-36.4,4.857,5191.0
35,admin.,married,high.school,no,no,no,29451,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
36,admin.,single,university.degree,no,no,no,28354,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
35,unemployed,single,Basic,no,no,no,11636,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,admin.,married,university.degree,no,no,no,26244,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
42,housemaid,married,Basic,unknown,yes,no,19911,telephone,jun,fri,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
49,admin.,divorced,high.school,no,unknown,unknown,20013,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
47,blue-collar,married,Basic,no,no,no,4615,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
28,student,single,Basic,no,yes,no,32944,cellular,aug,wed,1,0,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6
39,admin.,married,university.degree,no,no,no,29362,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
51,blue-collar,divorced,Basic,no,yes,no,36817,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
42,blue-collar,married,high.school,unknown,yes,no,27930,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
50,technician,married,high.school,no,yes,no,8792,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
34,management,single,university.degree,no,no,yes,15499,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1
37,blue-collar,married,Basic,no,no,no,2528,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
33,admin.,divorced,high.school,no,no,no,37638,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,admin.,single,high.school,no,yes,yes,39223,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
39,admin.,single,high.school,no,yes,no,4049,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
41,admin.,divorced,university.degree,no,no,no,17447,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
34,blue-collar,single,university.degree,no,yes,yes,12242,telephone,may,fri,6,999,1,failure,1.1,93.994,-36.4,4.859,5191.0
45,entrepreneur,married,unknown,no,no,no,33690,telephone,jun,wed,16,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
28,admin.,single,university.degree,no,no,no,15989,cellular,aug,fri,1,4,0,nonexistent,-2.9,92.201,-31.4,0.8809999999999999,5076.2
56,services,married,high.school,unknown,no,yes,11380,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
33,admin.,married,university.degree,no,no,no,30272,telephone,oct,wed,1,999,1,failure,-0.1,93.798,-40.4,4.827,5195.8
57,blue-collar,married,unknown,unknown,yes,no,22124,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
36,services,single,high.school,unknown,yes,no,23292,cellular,may,tue,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
50,admin.,single,high.school,no,yes,no,4704,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
31,services,divorced,high.school,no,no,no,37220,telephone,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
35,unemployed,divorced,high.school,unknown,yes,no,10989,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
40,blue-collar,married,Basic,unknown,yes,no,21992,telephone,may,tue,1,999,1,failure,1.1,93.994,-36.4,4.857,5191.0
32,admin.,married,university.degree,no,no,no,7069,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
39,self-employed,married,university.degree,no,no,no,30577,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
30,blue-collar,married,Basic,no,yes,yes,34903,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
27,services,single,high.school,no,no,no,13312,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,entrepreneur,married,Basic,no,no,yes,12646,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
68,retired,divorced,Basic,no,yes,no,38109,cellular,mar,tue,2,11,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7
35,technician,married,high.school,unknown,no,no,6186,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39,entrepreneur,married,university.degree,no,yes,no,40321,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
54,blue-collar,married,high.school,no,yes,yes,1011,telephone,jun,wed,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
59,retired,married,professional.course,unknown,no,no,37434,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,admin.,single,Basic,unknown,no,no,31023,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
24,services,single,unknown,no,no,no,5924,cellular,mar,tue,1,999,1,failure,-1.8,92.843,-50.0,1.7990000000000002,5099.1
41,entrepreneur,divorced,unknown,no,no,no,15694,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
32,admin.,single,high.school,no,yes,yes,158,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
25,services,married,high.school,no,no,no,29819,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
36,unemployed,married,Basic,no,yes,no,29970,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
47,technician,married,Basic,no,yes,no,24909,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
31,services,single,high.school,no,yes,no,417,telephone,may,wed,2,999,1,failure,1.1,93.994,-36.4,4.856,5191.0
23,student,single,Basic,no,yes,yes,31762,cellular,may,thu,7,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
29,student,married,university.degree,no,yes,no,38435,cellular,jul,wed,7,999,1,failure,1.4,93.918,-42.7,4.957,5228.1
33,admin.,single,university.degree,no,no,no,22131,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
52,management,married,university.degree,no,no,no,25458,cellular,may,fri,2,9,0,nonexistent,-1.8,93.876,-40.0,0.684,5008.7
49,unemployed,married,high.school,unknown,no,no,27522,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
24,blue-collar,married,Basic,no,yes,yes,32910,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
56,technician,married,university.degree,unknown,yes,no,1254,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
60,retired,married,Basic,no,no,no,5045,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
35,technician,single,university.degree,no,no,no,12011,cellular,aug,thu,2,999,1,failure,1.4,93.444,-36.1,4.968,5228.1
33,admin.,divorced,high.school,no,no,no,36039,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
28,blue-collar,married,Basic,unknown,no,yes,20688,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
48,technician,married,professional.course,no,no,no,38972,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
24,technician,married,high.school,unknown,no,no,7985,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
49,blue-collar,divorced,high.school,no,no,yes,4663,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
57,blue-collar,married,Basic,no,yes,no,26577,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,admin.,divorced,university.degree,no,yes,yes,24238,cellular,sep,fri,3,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
39,admin.,married,professional.course,no,yes,no,30875,telephone,may,tue,2,999,1,failure,1.1,93.994,-36.4,4.856,5191.0
29,blue-collar,single,high.school,no,yes,no,38381,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
51,blue-collar,married,Basic,no,no,no,655,telephone,may,wed,1,999,1,failure,1.1,93.994,-36.4,4.856,5191.0
44,technician,married,professional.course,no,yes,no,35985,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
34,technician,divorced,professional.course,no,yes,no,7073,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
45,admin.,divorced,university.degree,no,yes,no,29815,cellular,aug,thu,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
51,entrepreneur,divorced,university.degree,unknown,no,yes,31095,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
36,technician,married,professional.course,no,yes,no,36459,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
51,management,married,university.degree,unknown,no,yes,13765,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
38,admin.,single,university.degree,unknown,yes,yes,34531,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
57,technician,married,professional.course,no,yes,no,12493,cellular,nov,thu,4,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8
43,blue-collar,single,unknown,unknown,no,no,26609,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
78,retired,married,Basic,no,yes,no,25577,telephone,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
26,admin.,single,high.school,no,yes,no,16077,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,admin.,married,professional.course,no,yes,no,38177,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,admin.,married,high.school,unknown,yes,no,16410,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2
66,retired,married,Basic,no,yes,no,26161,telephone,oct,fri,2,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6
47,technician,married,university.degree,no,yes,no,27970,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
59,technician,single,Basic,no,no,no,14189,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5
56,management,married,university.degree,no,no,no,17642,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
40,management,married,university.degree,no,no,no,25703,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
59,self-employed,married,professional.course,unknown,no,no,17161,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
32,blue-collar,single,Basic,no,yes,yes,41131,cellular,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
