emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,id
1.1,93.994,-36.4,3,5191.0,30452
-1.8,92.893,-46.2,3,5099.1,38288
-1.8,93.369,-34.8,3,5008.7,34064
-1.8,92.893,-46.2,3,5099.1,39226
-1.8,93.075,-47.1,3,5099.1,40472
1.4,94.465,-41.8,3,5228.1,14831
1.4,93.444,-36.1,3,5228.1,41023
1.1,93.994,-36.4,3,5191.0,36813
-1.8,92.893,-46.2,3,5099.1,7889
-1.8,92.893,-46.2,3,5099.1,31403
-1.8,92.893,-46.2,3,5099.1,37992
1.1,93.994,-36.4,3,5191.0,21253
1.4,93.918,-42.7,3,5228.1,176
-2.9,92.963,-40.8,3,5076.2,18835
1.1,93.994,-36.4,3,5191.0,4482
-1.8,93.075,-47.1,3,5099.1,16711
1.1,93.994,-36.4,3,5191.0,10538
1.4,94.465,-41.8,3,5228.1,3485
-0.1,93.2,-42.0,3,5195.8,22196
-1.8,92.893,-46.2,3,5099.1,17558
-1.8,92.893,-46.2,3,5099.1,14641
1.4,94.465,-41.8,3,5228.1,23483
1.4,94.465,-41.8,3,5228.1,19644
-1.8,92.893,-46.2,3,5099.1,14553
1.1,93.994,-36.4,3,5191.0,28828
1.4,93.444,-36.1,3,5228.1,36032
1.4,93.444,-36.1,3,5228.1,14104
-0.1,93.2,-42.0,3,5195.8,30274
1.1,93.994,-36.4,3,5191.0,31809
1.4,93.918,-42.7,3,5228.1,11956
-1.8,92.893,-46.2,3,5099.1,9097
-2.9,92.469,-33.6,3,5076.2,10292
1.4,93.918,-42.7,3,5228.1,34967
-1.8,92.893,-46.2,3,5099.1,3018
1.4,93.918,-42.7,3,5228.1,31830
1.4,93.444,-36.1,3,5228.1,13228
-1.8,92.893,-46.2,3,5099.1,21613
1.1,93.994,-36.4,3,5191.0,17578
1.1,93.994,-36.4,3,5191.0,24988
1.1,93.994,-36.4,3,5191.0,7984
1.4,93.444,-36.1,3,5228.1,10145
-1.7,94.215,-40.3,3,4991.6,24534
-1.8,92.893,-46.2,3,5099.1,17858
1.4,93.444,-36.1,3,5228.1,19321
1.4,93.444,-36.1,3,5228.1,16490
-0.1,93.2,-42.0,3,5195.8,34065
-1.8,93.075,-47.1,3,5099.1,38807
1.4,94.465,-41.8,3,5228.1,4936
-1.8,93.075,-47.1,3,5099.1,19410
-1.1,94.199,-37.5,3,4963.6,8474
1.4,93.918,-42.7,3,5228.1,12832
-1.8,92.893,-46.2,3,5099.1,3561
1.1,93.994,-36.4,3,5191.0,1614
-1.8,92.893,-46.2,3,5099.1,23854
1.1,93.994,-36.4,3,5191.0,38216
-0.1,93.2,-42.0,3,5195.8,27625
-1.8,92.893,-46.2,3,5099.1,7489
-0.1,93.2,-42.0,3,5195.8,37598
1.4,93.918,-42.7,3,5228.1,35578
-1.8,92.843,-50.0,3,5099.1,6588
-0.1,93.2,-42.0,3,5195.8,31861
1.4,93.918,-42.7,3,5228.1,15208
-1.8,93.075,-47.1,3,5099.1,40778
1.1,93.994,-36.4,3,5191.0,21591
-2.9,92.963,-40.8,3,5076.2,22934
1.1,93.994,-36.4,3,5191.0,7410
-1.1,94.601,-49.5,3,4963.6,40593
1.4,94.465,-41.8,3,5228.1,39045
1.1,93.994,-36.4,3,5191.0,2281
1.4,94.465,-41.8,3,5228.1,32540
-1.8,93.075,-47.1,3,5099.1,6953
1.4,93.444,-36.1,3,5228.1,21386
1.4,93.444,-36.1,3,5228.1,17282
1.1,93.994,-36.4,3,5191.0,29440
-0.1,93.2,-42.0,3,5195.8,22601
1.1,93.994,-36.4,3,5191.0,23919
1.1,93.994,-36.4,3,5191.0,39849
1.1,93.994,-36.4,3,5191.0,25841
-1.8,92.893,-46.2,3,5099.1,28327
1.4,94.465,-41.8,3,5228.1,33085
1.4,94.465,-41.8,3,5228.1,41145
-1.8,92.893,-46.2,3,5099.1,13617
1.4,93.918,-42.7,3,5228.1,33103
1.4,93.918,-42.7,3,5228.1,22889
1.4,93.918,-42.7,3,5228.1,33266
1.1,93.994,-36.4,3,5191.0,32329
1.4,93.444,-36.1,3,5228.1,20448
1.4,93.918,-42.7,3,5228.1,28932
-1.8,93.075,-47.1,3,5099.1,39019
-3.4,92.649,-30.1,3,5017.5,1537
1.4,94.465,-41.8,3,5228.1,25715
1.4,93.918,-42.7,3,5228.1,36933
-1.8,93.075,-47.1,3,5099.1,11214
1.1,93.994,-36.4,3,5191.0,4997
1.4,93.918,-42.7,3,5228.1,15824
-0.1,93.2,-42.0,3,5195.8,38228
1.1,93.994,-36.4,3,5191.0,23375
-1.8,92.893,-46.2,3,5099.1,8975
-1.8,92.893,-46.2,3,5099.1,37816
1.4,94.465,-41.8,3,5228.1,40035
-3.4,92.649,-30.1,3,5017.5,39265
1.4,93.444,-36.1,3,5228.1,34975
-1.7,94.215,-40.3,3,4991.6,20335
1.4,93.444,-36.1,3,5228.1,23816
-1.8,92.893,-46.2,3,5099.1,13217
1.1,93.994,-36.4,3,5191.0,27669
1.1,93.994,-36.4,3,5191.0,5043
1.1,93.994,-36.4,3,5191.0,24783
1.4,93.918,-42.7,3,5228.1,1583
-1.8,92.893,-46.2,3,5099.1,2415
1.4,93.444,-36.1,3,5228.1,21670
-1.8,93.075,-47.1,3,5099.1,12245
-3.4,92.431,-26.9,3,5017.5,29067
1.4,93.918,-42.7,3,5228.1,18602
1.1,93.994,-36.4,3,5191.0,37088
1.4,93.444,-36.1,3,5228.1,37961
1.4,93.918,-42.7,3,5228.1,6381
-1.8,92.893,-46.2,3,5099.1,9010
-1.1,94.199,-37.5,3,4963.6,10566
1.1,93.994,-36.4,3,5191.0,4213
1.4,94.465,-41.8,3,5228.1,17922
-1.8,92.893,-46.2,3,5099.1,12065
1.4,94.465,-41.8,3,5228.1,4080
-0.1,93.2,-42.0,3,5195.8,39857
1.1,93.994,-36.4,3,5191.0,29464
1.4,93.918,-42.7,3,5228.1,7696
1.1,93.994,-36.4,3,5191.0,33981
1.4,93.444,-36.1,3,5228.1,25833
-3.4,92.431,-26.9,3,5017.5,1210
1.4,93.444,-36.1,3,5228.1,771
1.4,93.918,-42.7,3,5228.1,1345
-1.8,92.843,-50.0,3,5099.1,2742
1.4,93.918,-42.7,3,5228.1,8568
1.1,93.994,-36.4,3,5191.0,39793
1.4,93.918,-42.7,3,5228.1,27434
1.4,93.444,-36.1,3,5228.1,11756
-1.8,92.893,-46.2,3,5099.1,29271
1.1,93.994,-36.4,3,5191.0,26462
-1.8,92.893,-46.2,3,5099.1,27140
-1.8,92.893,-46.2,3,5099.1,37558
-1.8,92.893,-46.2,3,5099.1,37997
-1.7,94.215,-40.3,3,4991.6,836
-1.8,92.893,-46.2,3,5099.1,26644
-2.9,92.201,-31.4,3,5076.2,12264
-1.8,93.075,-47.1,3,5099.1,13089
-0.1,93.2,-42.0,3,5195.8,9241
1.4,94.465,-41.8,3,5228.1,13874
-1.1,94.601,-49.5,3,4963.6,17094
1.4,93.444,-36.1,3,5228.1,31716
-1.8,92.893,-46.2,3,5099.1,26460
-1.8,93.075,-47.1,3,5099.1,648
-1.8,92.893,-46.2,3,5099.1,27272
-1.8,92.893,-46.2,3,5099.1,24819
-1.8,92.893,-46.2,3,5099.1,34365
1.4,94.465,-41.8,3,5228.1,1291
1.4,93.918,-42.7,3,5228.1,25773
-1.8,92.893,-46.2,3,5099.1,19145
1.1,93.994,-36.4,3,5191.0,10497
-2.9,92.201,-31.4,3,5076.2,11906
1.4,93.444,-36.1,3,5228.1,8764
1.1,93.994,-36.4,3,5191.0,41053
1.4,93.918,-42.7,3,5228.1,9103
1.1,93.994,-36.4,3,5191.0,3778
-1.8,92.893,-46.2,3,5099.1,22830
1.1,93.994,-36.4,3,5191.0,3950
-1.8,93.075,-47.1,3,5099.1,13529
1.1,93.994,-36.4,3,5191.0,15144
-1.7,94.055,-39.8,3,4991.6,5920
1.4,94.465,-41.8,3,5228.1,27110
-0.1,93.2,-42.0,3,5195.8,20502
-1.8,92.893,-46.2,3,5099.1,16544
1.4,93.444,-36.1,3,5228.1,30010
1.1,93.994,-36.4,3,5191.0,25967
-1.8,92.893,-46.2,3,5099.1,21268
1.1,93.994,-36.4,3,5191.0,1626
-2.9,92.469,-33.6,3,5076.2,15533
1.1,93.994,-36.4,3,5191.0,25499
1.4,93.444,-36.1,3,5228.1,18719
-1.8,93.075,-47.1,3,5099.1,11491
1.4,93.918,-42.7,3,5228.1,13744
1.4,93.444,-36.1,3,5228.1,4272
1.1,93.994,-36.4,3,5191.0,5909
1.4,93.444,-36.1,3,5228.1,13058
-3.4,92.379,-29.8,3,5017.5,15751
1.4,93.918,-42.7,3,5228.1,9166
-0.1,93.2,-42.0,3,5195.8,25264
-1.8,93.075,-47.1,3,5099.1,8517
-0.1,93.2,-42.0,3,5195.8,26563
1.4,93.444,-36.1,3,5228.1,18568
1.1,93.994,-36.4,3,5191.0,19102
1.4,93.918,-42.7,3,5228.1,1440
-0.1,93.2,-42.0,3,5195.8,15387
1.4,93.444,-36.1,3,5228.1,30416
1.4,94.465,-41.8,3,5228.1,29581
1.4,93.918,-42.7,3,5228.1,30025
1.4,93.444,-36.1,3,5228.1,6183
1.4,93.918,-42.7,3,5228.1,29614
1.4,93.444,-36.1,3,5228.1,8552
1.4,93.444,-36.1,3,5228.1,15483
-0.1,93.2,-42.0,3,5195.8,22300
1.4,93.918,-42.7,3,5228.1,40705
1.1,93.994,-36.4,3,5191.0,8766
1.4,94.465,-41.8,3,5228.1,37145
1.4,94.465,-41.8,3,5228.1,38541
1.4,94.465,-41.8,3,5228.1,38582
-1.8,92.893,-46.2,3,5099.1,29737
1.1,93.994,-36.4,3,5191.0,22273
-0.1,93.2,-42.0,3,5195.8,39957
-1.8,92.893,-46.2,3,5099.1,41061
1.4,93.918,-42.7,3,5228.1,32397
-1.8,92.893,-46.2,3,5099.1,11663
-0.1,93.2,-42.0,3,5195.8,12098
1.4,93.918,-42.7,3,5228.1,39217
-0.1,93.2,-42.0,3,5195.8,2368
1.4,93.444,-36.1,3,5228.1,4572
1.4,94.465,-41.8,3,5228.1,23628
-0.1,93.2,-42.0,3,5195.8,5765
1.4,93.444,-36.1,3,5228.1,26565
1.4,93.918,-42.7,3,5228.1,28572
-1.8,92.893,-46.2,3,5099.1,5041
1.4,93.918,-42.7,3,5228.1,33215
1.4,94.465,-41.8,3,5228.1,33762
1.4,93.918,-42.7,3,5228.1,3050
1.1,93.994,-36.4,3,5191.0,35043
-2.9,92.963,-40.8,3,5076.2,35825
1.1,93.994,-36.4,3,5191.0,19389
-1.8,92.893,-46.2,3,5099.1,18515
1.4,93.444,-36.1,3,5228.1,9824
1.4,93.918,-42.7,3,5228.1,31045
-0.1,93.2,-42.0,3,5195.8,31673
-1.8,92.893,-46.2,3,5099.1,11728
1.4,93.918,-42.7,3,5228.1,36912
1.4,93.444,-36.1,3,5228.1,37932
-1.8,93.075,-47.1,3,5099.1,4712
1.4,94.465,-41.8,3,5228.1,19419
-1.1,94.199,-37.5,3,4963.6,37234
1.4,93.918,-42.7,3,5228.1,2784
-2.9,92.201,-31.4,3,5076.2,18151
1.1,93.994,-36.4,3,5191.0,27724
-1.8,92.893,-46.2,3,5099.1,4368
-1.8,92.893,-46.2,3,5099.1,15917
-0.1,93.2,-42.0,3,5195.8,40679
-2.9,92.201,-31.4,3,5076.2,37503
-1.8,92.893,-46.2,3,5099.1,35070
1.4,93.918,-42.7,3,5228.1,36500
-1.8,93.369,-34.8,3,5008.7,24523
1.1,93.994,-36.4,3,5191.0,39594
-1.8,93.075,-47.1,3,5099.1,4841
-1.8,93.075,-47.1,3,5099.1,23413
-1.8,92.893,-46.2,3,5099.1,14108
-1.8,92.893,-46.2,3,5099.1,14297
-3.4,92.431,-26.9,3,5017.5,39377
1.4,93.918,-42.7,3,5228.1,1026
1.1,93.994,-36.4,3,5191.0,3386
1.4,93.918,-42.7,3,5228.1,25033
-2.9,92.963,-40.8,3,5076.2,22467
1.1,93.994,-36.4,3,5191.0,4601
1.1,93.994,-36.4,3,5191.0,9566
1.4,94.465,-41.8,3,5228.1,15570
1.4,93.918,-42.7,3,5228.1,37261
-0.1,93.2,-42.0,3,5195.8,29748
-3.4,92.431,-26.9,3,5017.5,19770
1.4,94.465,-41.8,3,5228.1,1850
-0.1,93.2,-42.0,3,5195.8,19088
1.4,94.465,-41.8,3,5228.1,19391
1.1,93.994,-36.4,3,5191.0,6682
-1.8,92.893,-46.2,3,5099.1,4022
-0.1,93.2,-42.0,3,5195.8,33707
1.4,93.444,-36.1,3,5228.1,16365
1.4,93.918,-42.7,3,5228.1,16190
1.4,93.444,-36.1,3,5228.1,39317
1.4,94.465,-41.8,3,5228.1,31754
-1.8,92.843,-50.0,3,5099.1,18825
-1.8,92.893,-46.2,3,5099.1,6613
-1.8,92.893,-46.2,3,5099.1,27773
1.1,93.994,-36.4,3,5191.0,11994
-0.1,93.2,-42.0,3,5195.8,25021
1.1,93.994,-36.4,3,5191.0,38082
-1.8,92.893,-46.2,3,5099.1,13169
-1.8,92.893,-46.2,3,5099.1,14416
1.4,93.444,-36.1,3,5228.1,15096
1.4,93.444,-36.1,3,5228.1,12931
-1.8,92.893,-46.2,3,5099.1,39424
-1.8,92.893,-46.2,3,5099.1,32128
1.4,93.918,-42.7,3,5228.1,11295
1.4,93.444,-36.1,3,5228.1,1514
1.4,93.444,-36.1,3,5228.1,2893
1.1,93.994,-36.4,3,5191.0,34126
-1.8,92.893,-46.2,3,5099.1,212
-0.1,93.2,-42.0,3,5195.8,27183
1.1,93.994,-36.4,3,5191.0,29666
-1.8,93.075,-47.1,3,5099.1,28238
1.4,93.444,-36.1,3,5228.1,15412
1.4,93.918,-42.7,3,5228.1,25362
1.4,94.465,-41.8,3,5228.1,24688
-1.8,92.893,-46.2,3,5099.1,12672
-1.8,92.893,-46.2,3,5099.1,751
-0.1,93.798,-40.4,3,5195.8,19993
1.4,93.444,-36.1,3,5228.1,8652
-0.1,93.2,-42.0,3,5195.8,25901
1.4,94.465,-41.8,3,5228.1,6865
1.4,93.918,-42.7,3,5228.1,6982
-0.1,93.2,-42.0,3,5195.8,1127
-1.8,92.893,-46.2,3,5099.1,36483
1.4,94.465,-41.8,3,5228.1,6129
1.1,93.994,-36.4,3,5191.0,20847
1.1,93.994,-36.4,3,5191.0,14157
1.1,93.994,-36.4,3,5191.0,204
-1.8,92.893,-46.2,3,5099.1,25237
-1.8,92.893,-46.2,3,5099.1,14516
1.1,93.994,-36.4,3,5191.0,24035
1.4,93.444,-36.1,3,5228.1,27123
-0.1,93.2,-42.0,3,5195.8,13682
1.4,94.465,-41.8,3,5228.1,4733
-3.4,92.649,-30.1,3,5017.5,22571
1.1,93.994,-36.4,3,5191.0,28856
1.4,93.918,-42.7,3,5228.1,6288
-2.9,92.963,-40.8,3,5076.2,35163
1.1,93.994,-36.4,3,5191.0,3531
-3.4,92.431,-26.9,3,5017.5,38922
1.4,94.465,-41.8,3,5228.1,38080
1.4,94.465,-41.8,3,5228.1,33925
-0.1,93.2,-42.0,3,5195.8,13223
1.1,93.994,-36.4,3,5191.0,33902
-1.8,92.893,-46.2,3,5099.1,5756
-2.9,92.963,-40.8,3,5076.2,4223
-1.8,92.893,-46.2,3,5099.1,68
-0.1,93.2,-42.0,3,5195.8,39474
-2.9,92.201,-31.4,3,5076.2,34996
1.1,93.994,-36.4,3,5191.0,815
-0.1,93.2,-42.0,3,5195.8,7181
-1.8,92.893,-46.2,3,5099.1,39918
1.1,93.994,-36.4,3,5191.0,31194
1.4,93.918,-42.7,3,5228.1,11631
1.4,94.465,-41.8,3,5228.1,24586
1.1,93.994,-36.4,3,5191.0,13964
1.4,93.444,-36.1,3,5228.1,36068
1.4,93.918,-42.7,3,5228.1,24496
-1.8,93.075,-47.1,3,5099.1,26375
1.4,93.918,-42.7,3,5228.1,24090
-1.8,93.075,-47.1,3,5099.1,8784
1.1,93.994,-36.4,3,5191.0,24437
-1.7,94.215,-40.3,3,4991.6,12263
1.4,93.444,-36.1,3,5228.1,27924
1.1,93.994,-36.4,3,5191.0,6820
1.4,93.444,-36.1,3,5228.1,19630
-3.4,92.431,-26.9,3,5017.5,7048
1.4,93.918,-42.7,3,5228.1,36390
-1.8,92.893,-46.2,3,5099.1,31967
-1.1,94.767,-50.8,3,4963.6,12688
1.4,94.465,-41.8,3,5228.1,32301
-2.9,92.963,-40.8,3,5076.2,26519
-1.8,93.075,-47.1,3,5099.1,14361
-1.8,93.075,-47.1,3,5099.1,12639
1.4,93.444,-36.1,3,5228.1,953
1.1,93.994,-36.4,3,5191.0,12528
-1.8,92.893,-46.2,3,5099.1,41182
-3.4,92.379,-29.8,3,5017.5,36798
1.4,93.918,-42.7,3,5228.1,28418
1.4,93.444,-36.1,3,5228.1,31494
1.1,93.994,-36.4,3,5191.0,37683
1.4,94.465,-41.8,3,5228.1,36613
1.1,93.994,-36.4,3,5191.0,17061
1.1,93.994,-36.4,3,5191.0,5826
1.4,93.444,-36.1,3,5228.1,34208
-1.1,94.199,-37.5,3,4963.6,9077
1.4,93.918,-42.7,3,5228.1,17712
-1.8,93.075,-47.1,3,5099.1,3380
1.1,93.994,-36.4,3,5191.0,8930
1.1,93.994,-36.4,3,5191.0,28705
1.4,94.465,-41.8,3,5228.1,20414
1.4,93.444,-36.1,3,5228.1,24490
1.4,93.918,-42.7,3,5228.1,12716
-1.8,92.893,-46.2,3,5099.1,22767
-2.9,92.963,-40.8,3,5076.2,12512
-1.8,92.893,-46.2,3,5099.1,713
1.4,93.444,-36.1,3,5228.1,3615
1.1,93.994,-36.4,3,5191.0,30114
-2.9,92.201,-31.4,3,5076.2,20420
-1.8,92.893,-46.2,3,5099.1,17276
-1.8,92.893,-46.2,3,5099.1,39125
1.4,93.918,-42.7,3,5228.1,30529
1.4,93.444,-36.1,3,5228.1,1088
1.4,94.465,-41.8,3,5228.1,21394
-2.9,92.201,-31.4,3,5076.2,2077
-3.4,92.379,-29.8,3,5017.5,40109
1.4,93.444,-36.1,3,5228.1,23348
-1.1,94.199,-37.5,3,4963.6,1556
-1.8,93.876,-40.0,3,5008.7,1201
1.4,93.444,-36.1,3,5228.1,3254
1.4,94.465,-41.8,3,5228.1,28248
1.1,93.994,-36.4,3,5191.0,38913
1.1,93.994,-36.4,3,5191.0,22462
1.4,94.465,-41.8,3,5228.1,33826
1.4,94.465,-41.8,3,5228.1,18597
1.4,93.444,-36.1,3,5228.1,20032
-1.8,92.893,-46.2,3,5099.1,24554
1.1,93.994,-36.4,3,5191.0,31398
-1.8,92.893,-46.2,3,5099.1,8141
-1.8,92.893,-46.2,3,5099.1,20158
1.4,93.444,-36.1,3,5228.1,37713
1.4,93.918,-42.7,3,5228.1,24359
1.4,93.918,-42.7,3,5228.1,27205
1.4,93.444,-36.1,3,5228.1,30932
1.4,93.918,-42.7,3,5228.1,24155
-1.8,93.075,-47.1,3,5099.1,16513
1.1,93.994,-36.4,3,5191.0,806
1.1,93.994,-36.4,3,5191.0,16452
1.4,93.918,-42.7,3,5228.1,14398
1.4,93.918,-42.7,3,5228.1,22810
1.1,93.994,-36.4,3,5191.0,25288
-0.1,93.2,-42.0,3,5195.8,2993
1.1,93.994,-36.4,3,5191.0,28084
