age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
28,admin.,single,university.degree,no,yes,no,40619,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,blue-collar,single,basic.6y,unknown,yes,no,34665,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
25,admin.,married,high.school,no,yes,no,18564,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39,admin.,married,high.school,unknown,yes,no,15937,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
45,services,married,high.school,no,yes,no,14933,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
33,admin.,single,university.degree,no,no,no,35441,cellular,mar,mon,1,6,2,success,-1.8,93.369,-34.8,0.6459999999999999,5008.7
49,housemaid,married,basic.4y,unknown,yes,no,27652,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
28,admin.,single,university.degree,no,yes,no,23828,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5
26,blue-collar,married,basic.9y,unknown,no,no,946,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
56,blue-collar,married,basic.9y,unknown,yes,no,21050,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
28,blue-collar,married,high.school,no,unknown,unknown,4931,cellular,may,tue,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
39,technician,married,university.degree,unknown,no,no,11133,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
37,admin.,married,high.school,no,yes,no,10718,cellular,sep,thu,1,999,1,failure,-1.1,94.199,-37.5,0.878,4963.6
41,admin.,married,high.school,no,no,yes,4176,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,services,married,basic.9y,no,yes,no,36162,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
41,unknown,married,unknown,no,yes,no,40025,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39,self-employed,married,basic.9y,no,no,no,26422,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
43,services,divorced,professional.course,no,no,no,31479,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
29,admin.,single,university.degree,no,yes,yes,29583,cellular,may,tue,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1
54,technician,married,basic.9y,no,no,yes,34201,cellular,jul,thu,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
31,technician,single,university.degree,no,no,no,33864,cellular,jul,thu,4,999,1,failure,-1.7,94.215,-40.3,0.899,4991.6
52,technician,married,professional.course,no,yes,no,12926,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
54,admin.,single,university.degree,unknown,yes,no,9946,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2
47,admin.,divorced,university.degree,no,yes,yes,30705,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2
32,blue-collar,married,basic.9y,no,yes,no,23455,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
23,admin.,single,high.school,no,yes,no,9395,cellular,may,thu,1,6,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1
34,technician,single,university.degree,no,no,no,37043,cellular,mar,mon,8,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,5099.1
38,technician,married,professional.course,no,yes,no,6598,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,blue-collar,single,high.school,no,no,no,20514,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
45,services,married,basic.9y,no,no,no,22798,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
30,blue-collar,married,basic.4y,unknown,yes,no,39751,telephone,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
31,admin.,single,university.degree,no,yes,no,9299,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
47,admin.,married,university.degree,no,no,no,11828,telephone,jul,tue,9,999,0,nonexistent,-2.9,92.469,-33.6,0.9079999999999999,5076.2
39,technician,married,university.degree,unknown,yes,no,34328,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
36,admin.,married,basic.9y,no,no,no,10137,cellular,may,fri,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
51,blue-collar,single,basic.4y,unknown,no,no,37726,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,admin.,divorced,university.degree,no,yes,no,32770,cellular,aug,fri,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
38,technician,divorced,high.school,unknown,no,no,7840,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
55,technician,married,professional.course,unknown,no,no,3428,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
44,blue-collar,married,basic.4y,unknown,no,no,36059,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
34,self-employed,married,high.school,no,yes,no,8724,cellular,may,thu,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
33,blue-collar,married,basic.9y,no,yes,no,1389,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
28,technician,single,professional.course,no,no,no,22859,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
30,services,single,high.school,no,no,no,39353,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
40,self-employed,married,high.school,no,yes,no,40055,cellular,jul,mon,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
48,technician,divorced,professional.course,no,yes,yes,21713,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
44,blue-collar,divorced,professional.course,no,yes,yes,6403,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
40,self-employed,married,university.degree,no,no,no,5450,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
51,blue-collar,married,basic.4y,unknown,yes,no,39648,cellular,jul,mon,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
47,entrepreneur,married,university.degree,no,no,no,23724,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
49,blue-collar,married,basic.9y,unknown,yes,no,3426,telephone,may,fri,27,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
29,management,single,university.degree,no,no,yes,34060,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
31,admin.,single,university.degree,no,yes,no,22152,cellular,nov,wed,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.048,4963.6
34,technician,married,professional.course,unknown,yes,no,5064,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
28,services,single,unknown,no,yes,no,26615,cellular,may,tue,9,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1
46,blue-collar,divorced,professional.course,no,yes,no,10994,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
52,admin.,married,high.school,no,yes,no,15745,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
53,entrepreneur,single,basic.9y,no,no,no,21160,telephone,may,tue,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
27,services,married,high.school,no,no,yes,40366,cellular,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
20,technician,single,professional.course,no,yes,no,39764,telephone,jun,tue,1,999,1,failure,-1.7,94.055,-39.8,0.7020000000000001,4991.6
57,admin.,married,university.degree,no,no,yes,11840,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,services,married,high.school,no,yes,no,30822,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
28,services,single,high.school,no,no,no,33519,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
33,technician,single,professional.course,no,no,no,38212,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
36,admin.,single,university.degree,no,no,yes,22689,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39,blue-collar,married,basic.6y,no,no,no,19852,cellular,may,wed,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
29,technician,single,university.degree,no,no,no,14640,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,admin.,single,basic.9y,no,yes,no,17092,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
58,management,divorced,university.degree,no,yes,no,10399,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
35,admin.,divorced,university.degree,no,yes,no,40477,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
48,blue-collar,married,basic.4y,unknown,yes,no,19750,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
26,technician,single,university.degree,no,no,no,11349,telephone,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
41,entrepreneur,divorced,basic.9y,no,yes,yes,33793,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
38,housemaid,married,basic.6y,unknown,yes,no,21472,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
42,management,married,high.school,no,no,no,38246,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
54,management,divorced,university.degree,unknown,yes,no,20169,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5
56,technician,married,unknown,no,no,yes,14932,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
32,admin.,divorced,university.degree,no,yes,no,30946,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
46,admin.,married,high.school,no,yes,no,15948,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
26,services,single,high.school,no,yes,no,36037,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
49,admin.,divorced,university.degree,unknown,yes,yes,3670,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
32,admin.,divorced,university.degree,no,no,yes,7741,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,blue-collar,married,basic.9y,no,yes,no,39325,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
37,blue-collar,divorced,basic.9y,no,yes,no,245,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
35,admin.,married,high.school,no,no,no,1859,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
48,blue-collar,married,basic.9y,unknown,yes,no,3763,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
47,technician,married,high.school,unknown,yes,yes,31788,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
47,technician,single,unknown,no,yes,no,25214,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
25,admin.,single,university.degree,no,no,no,30308,cellular,nov,fri,5,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5
41,management,married,high.school,no,no,no,12049,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
31,admin.,married,high.school,no,yes,no,39678,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
41,admin.,single,high.school,no,no,no,16064,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38,self-employed,single,university.degree,no,no,no,37289,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,management,married,university.degree,no,no,yes,8052,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
36,admin.,divorced,high.school,no,no,no,2603,cellular,may,tue,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1
40,blue-collar,single,basic.9y,no,yes,yes,5742,cellular,may,wed,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
32,admin.,divorced,university.degree,no,yes,no,20697,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
47,management,married,university.degree,no,no,no,37024,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
31,housemaid,married,basic.4y,unknown,yes,no,20053,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
37,technician,married,professional.course,unknown,no,yes,27630,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
28,admin.,single,high.school,no,no,no,22650,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
53,blue-collar,married,basic.9y,no,no,yes,34634,telephone,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
31,management,single,university.degree,no,yes,yes,26654,cellular,may,thu,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
30,admin.,single,basic.9y,no,no,no,791,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8
50,admin.,divorced,university.degree,no,yes,no,33012,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1
32,admin.,divorced,university.degree,no,no,no,36123,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
42,admin.,married,high.school,no,yes,no,11731,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
33,technician,married,professional.course,no,yes,no,9005,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
44,blue-collar,married,basic.9y,unknown,unknown,unknown,10926,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
36,management,married,university.degree,no,no,no,4549,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,5099.1
52,housemaid,single,basic.4y,no,yes,no,39889,telephone,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1
37,technician,single,professional.course,no,yes,no,32533,cellular,nov,wed,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.044,4963.6
41,management,married,high.school,no,unknown,unknown,10067,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
33,admin.,single,high.school,no,unknown,unknown,12003,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
35,blue-collar,married,unknown,no,yes,no,30408,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,services,married,high.school,no,no,no,33915,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
39,housemaid,married,basic.4y,no,no,no,15419,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,entrepreneur,married,high.school,no,no,no,36733,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8
43,admin.,divorced,high.school,no,yes,no,31177,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,blue-collar,married,basic.4y,no,unknown,unknown,15274,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
41,admin.,married,high.school,no,no,yes,27328,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
28,self-employed,single,university.degree,no,yes,no,35860,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
47,self-employed,divorced,university.degree,no,no,no,15420,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.6459999999999999,5008.7
29,admin.,single,university.degree,no,yes,no,22109,cellular,may,wed,1,999,1,failure,-1.8,93.876,-40.0,0.672,5008.7
66,retired,divorced,basic.4y,no,yes,no,33079,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7
35,admin.,married,university.degree,no,yes,no,14080,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
56,retired,married,basic.4y,no,yes,no,36948,telephone,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1
40,admin.,married,university.degree,no,yes,no,24148,cellular,aug,mon,1,999,2,failure,-2.9,92.20100000000001,-31.4,0.843,5076.2
54,housemaid,married,basic.4y,unknown,no,no,36846,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
32,technician,married,high.school,no,no,no,17073,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
31,services,single,high.school,no,yes,yes,18152,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
59,retired,married,basic.9y,unknown,no,no,17426,telephone,jun,fri,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
38,blue-collar,married,basic.6y,unknown,yes,yes,5596,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
38,technician,married,high.school,no,unknown,unknown,22287,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
58,retired,divorced,professional.course,no,no,no,31388,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
56,technician,married,professional.course,unknown,yes,no,38180,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
33,admin.,married,university.degree,no,no,no,1425,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
30,student,single,university.degree,no,yes,yes,30603,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
32,admin.,divorced,high.school,no,no,no,20009,cellular,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
34,technician,single,professional.course,no,yes,yes,10800,cellular,mar,fri,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1
42,admin.,married,professional.course,unknown,no,yes,35101,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,admin.,single,university.degree,no,no,no,23211,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,self-employed,divorced,basic.9y,no,yes,no,26973,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
25,technician,married,university.degree,no,no,no,40156,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2
54,services,married,unknown,no,yes,no,8924,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
57,retired,married,basic.9y,no,no,no,8026,cellular,aug,tue,27,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
45,blue-collar,married,basic.4y,no,no,no,10918,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,admin.,married,university.degree,no,yes,yes,19698,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
54,admin.,married,high.school,no,yes,no,25655,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
35,blue-collar,married,basic.9y,no,yes,no,36446,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
48,entrepreneur,married,university.degree,no,no,no,24568,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
34,services,married,high.school,no,yes,no,39293,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
32,student,single,high.school,no,yes,no,5167,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
65,admin.,married,university.degree,no,yes,no,32197,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5
43,technician,single,university.degree,no,yes,no,34113,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
36,technician,married,professional.course,no,no,no,16607,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
45,technician,married,university.degree,unknown,no,yes,33309,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
42,entrepreneur,married,basic.9y,unknown,no,no,15108,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39,admin.,married,university.degree,no,no,no,31984,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
70,retired,married,basic.4y,no,yes,no,2772,telephone,apr,tue,2,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7
31,admin.,married,university.degree,unknown,yes,no,8775,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
60,self-employed,married,professional.course,unknown,yes,no,19965,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
37,management,married,university.degree,no,no,no,17431,telephone,jun,mon,9,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
30,services,married,high.school,no,no,no,26870,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
37,admin.,single,university.degree,no,yes,no,15475,cellular,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
35,admin.,married,university.degree,no,no,yes,2388,cellular,apr,fri,3,999,1,failure,-1.8,93.749,-34.6,0.6629999999999999,5008.7
43,admin.,single,high.school,no,no,no,19472,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
40,admin.,married,university.degree,no,no,no,34538,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,housemaid,married,basic.9y,no,yes,no,763,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
55,admin.,single,university.degree,no,yes,no,28890,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
35,blue-collar,married,basic.9y,no,yes,no,25005,telephone,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
28,technician,single,professional.course,no,no,no,25325,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
34,admin.,married,university.degree,no,no,no,39627,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
44,admin.,married,university.degree,unknown,no,no,980,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,technician,divorced,university.degree,no,yes,no,1168,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
54,technician,married,professional.course,no,yes,no,33356,telephone,sep,mon,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5
27,admin.,single,university.degree,no,no,no,23338,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
45,services,divorced,high.school,no,no,no,38276,cellular,may,mon,9,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1
36,admin.,single,university.degree,no,yes,no,16020,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5
52,admin.,single,high.school,no,no,no,29948,telephone,jul,mon,1,999,1,failure,-1.7,94.215,-40.3,0.7929999999999999,4991.6
56,admin.,married,high.school,unknown,yes,no,28325,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
39,technician,married,professional.course,no,yes,no,27865,cellular,may,fri,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
55,blue-collar,married,basic.4y,unknown,unknown,unknown,29956,telephone,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
38,admin.,divorced,high.school,no,no,no,27748,cellular,jun,wed,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
