age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
34,services,married,high.school,unknown,no,no,18754,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
35,admin.,single,university.degree,no,yes,no,32803,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
32,technician,single,high.school,no,no,no,17381,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
28,management,single,university.degree,no,yes,no,34453,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.8190000000000001,5017.5
46,blue-collar,married,basic.6y,no,yes,no,9447,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
31,technician,married,university.degree,no,no,no,3162,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
41,blue-collar,married,basic.9y,unknown,yes,no,40382,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
36,blue-collar,married,unknown,no,no,no,40428,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
31,technician,divorced,high.school,no,no,no,4993,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,blue-collar,divorced,basic.9y,no,no,no,39213,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
56,admin.,married,high.school,no,no,no,8741,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
42,blue-collar,divorced,basic.4y,no,no,no,34213,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
38,admin.,married,university.degree,no,yes,no,18514,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,services,married,high.school,no,no,no,9754,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
49,admin.,single,university.degree,no,no,no,8528,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5
49,technician,married,professional.course,no,yes,no,7595,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
37,self-employed,single,basic.4y,no,yes,no,20937,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1
34,admin.,divorced,university.degree,no,no,no,15428,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
49,services,single,high.school,no,yes,yes,17755,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
33,services,single,high.school,no,unknown,unknown,21422,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
39,blue-collar,married,basic.4y,no,no,no,13568,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
62,retired,married,university.degree,no,yes,no,2943,cellular,sep,wed,3,999,1,failure,-3.4,92.379,-29.8,0.7809999999999999,5017.5
36,blue-collar,single,basic.4y,no,yes,no,34899,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
43,admin.,married,university.degree,no,yes,no,28752,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
53,services,married,high.school,unknown,no,no,40458,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
47,technician,married,professional.course,no,yes,no,490,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
33,technician,married,professional.course,no,yes,no,29150,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
59,admin.,married,high.school,no,yes,no,13896,cellular,aug,wed,2,2,1,success,-2.9,92.201,-31.4,0.884,5076.2
30,technician,married,high.school,no,yes,no,1363,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
34,technician,single,university.degree,no,yes,yes,20322,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
38,technician,married,professional.course,no,yes,no,21850,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1
33,technician,unknown,professional.course,unknown,no,no,6482,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
36,blue-collar,single,high.school,no,yes,no,38347,cellular,jul,thu,24,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
28,technician,single,professional.course,no,no,yes,35314,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
26,services,single,high.school,no,no,no,3007,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
45,blue-collar,married,unknown,no,yes,yes,25394,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
37,entrepreneur,married,university.degree,no,no,no,13275,cellular,nov,wed,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
32,admin.,married,high.school,no,yes,no,16739,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1
29,admin.,single,university.degree,no,yes,yes,6112,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
24,admin.,single,university.degree,no,yes,no,34271,cellular,oct,fri,3,3,2,success,-1.1,94.601,-49.5,0.993,4963.6
29,technician,single,university.degree,no,no,no,10701,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38,blue-collar,married,basic.9y,no,yes,no,12898,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
38,technician,single,professional.course,unknown,yes,no,12772,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
48,admin.,married,professional.course,no,yes,no,11439,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
71,retired,married,basic.4y,no,no,no,32743,telephone,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
29,technician,divorced,professional.course,no,yes,no,354,telephone,jun,wed,19,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
43,admin.,divorced,university.degree,no,yes,no,23790,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
24,management,single,university.degree,no,yes,no,33928,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
29,admin.,single,university.degree,no,no,no,34118,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2
34,blue-collar,married,basic.9y,unknown,yes,no,21042,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
41,technician,married,university.degree,no,yes,yes,30571,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
40,admin.,single,university.degree,no,no,no,4215,cellular,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
50,management,married,basic.4y,no,yes,no,12233,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8
42,blue-collar,married,basic.4y,no,no,no,7961,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1
34,technician,single,professional.course,no,yes,no,21537,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
31,admin.,single,university.degree,no,yes,no,14266,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
41,admin.,married,high.school,no,no,no,24494,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1
46,technician,married,professional.course,no,yes,yes,9203,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
33,admin.,married,university.degree,no,yes,yes,21046,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
25,student,single,high.school,no,yes,no,7091,cellular,oct,mon,1,6,4,success,-1.1,94.601,-49.5,1.032,4963.6
35,blue-collar,single,basic.6y,no,yes,no,824,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
46,admin.,divorced,professional.course,no,no,yes,6974,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
42,admin.,married,university.degree,no,no,no,16207,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
48,management,married,university.degree,no,yes,yes,5741,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5
46,management,married,university.degree,no,yes,no,35832,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
34,admin.,divorced,basic.9y,no,yes,no,25258,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
37,blue-collar,married,basic.9y,no,no,no,37241,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,housemaid,married,high.school,unknown,no,no,6628,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
42,entrepreneur,divorced,professional.course,no,yes,no,15627,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
46,admin.,married,high.school,no,yes,no,896,cellular,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
30,technician,single,university.degree,no,no,no,26381,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
42,blue-collar,married,basic.6y,no,yes,no,31531,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
35,admin.,married,university.degree,no,no,no,22919,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
42,technician,married,professional.course,unknown,yes,no,2809,cellular,nov,mon,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8
40,admin.,single,university.degree,no,yes,yes,25761,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
68,retired,married,professional.course,no,no,yes,24992,cellular,may,thu,1,999,1,failure,-1.8,93.876,-40.0,0.6920000000000001,5008.7
32,blue-collar,married,basic.9y,no,no,no,30212,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
45,blue-collar,married,high.school,no,yes,no,25381,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,technician,married,university.degree,no,yes,no,21620,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
58,blue-collar,married,basic.6y,unknown,yes,no,31975,cellular,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
34,technician,single,high.school,no,yes,no,23009,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
35,blue-collar,married,basic.4y,no,yes,yes,14482,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
51,blue-collar,married,basic.9y,unknown,yes,no,11785,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
44,self-employed,married,university.degree,unknown,no,no,17905,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
48,blue-collar,married,basic.9y,no,unknown,unknown,18841,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
34,admin.,divorced,university.degree,no,yes,no,28065,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
42,admin.,married,high.school,unknown,yes,no,7499,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
51,admin.,married,high.school,no,no,yes,4799,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8
34,admin.,single,university.degree,no,no,no,25847,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2
59,admin.,married,university.degree,no,yes,no,17944,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
34,management,married,university.degree,no,no,no,3115,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
34,technician,married,university.degree,no,no,no,38374,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
26,services,divorced,basic.6y,no,yes,no,8871,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
46,self-employed,married,basic.9y,unknown,no,yes,26931,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
49,services,married,high.school,no,no,no,25925,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
33,services,single,basic.9y,no,no,no,7133,telephone,may,mon,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,admin.,married,university.degree,no,yes,no,17572,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
29,management,divorced,basic.9y,no,yes,no,4021,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
43,services,married,basic.4y,no,yes,no,32202,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
40,blue-collar,married,basic.6y,unknown,yes,no,39691,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
43,unemployed,married,basic.4y,no,no,no,21888,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
45,admin.,married,university.degree,no,no,no,22897,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
35,technician,married,professional.course,no,yes,no,2906,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,retired,married,unknown,no,no,no,7151,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1
48,services,married,high.school,no,no,no,6518,telephone,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,4963.6
35,blue-collar,married,basic.6y,unknown,yes,no,36312,cellular,may,tue,1,0,1,success,-1.8,92.893,-46.2,1.344,5099.1
30,unemployed,married,university.degree,no,no,no,12104,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
50,blue-collar,married,basic.6y,unknown,yes,no,15357,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
26,services,single,high.school,unknown,yes,no,2161,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
31,management,married,university.degree,no,yes,no,8641,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1
35,blue-collar,divorced,basic.9y,no,no,no,8507,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
28,technician,single,university.degree,no,yes,no,6096,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
37,blue-collar,married,basic.9y,unknown,no,no,24799,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
34,admin.,single,university.degree,no,yes,no,12579,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
24,services,single,professional.course,no,yes,no,34469,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
35,admin.,married,university.degree,no,yes,no,36772,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5
50,technician,married,professional.course,no,no,no,31587,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
37,self-employed,single,university.degree,unknown,yes,no,24421,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
42,services,single,basic.6y,no,yes,yes,5345,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
38,technician,single,university.degree,no,no,no,15229,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
36,blue-collar,married,basic.9y,no,no,yes,39729,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
37,technician,married,high.school,unknown,yes,no,2493,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
59,retired,married,basic.9y,no,yes,no,6928,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
28,admin.,single,high.school,no,no,no,886,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1
45,services,married,basic.9y,no,no,yes,7691,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
42,self-employed,married,university.degree,no,yes,no,11042,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
36,housemaid,single,university.degree,no,no,yes,22011,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38,services,married,high.school,no,no,yes,37915,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
29,admin.,single,university.degree,no,yes,no,18855,cellular,jun,mon,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2
25,services,single,unknown,no,yes,yes,10706,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
38,admin.,married,university.degree,no,yes,no,9978,cellular,nov,tue,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5
26,admin.,married,high.school,unknown,no,no,22311,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
29,admin.,single,high.school,no,yes,no,28796,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
34,management,divorced,university.degree,no,yes,no,8041,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46,self-employed,married,university.degree,no,no,no,16887,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
49,technician,married,professional.course,unknown,yes,no,10754,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
53,self-employed,married,basic.4y,no,no,no,29620,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
58,admin.,married,high.school,no,yes,no,35323,cellular,jul,fri,4,999,1,failure,-2.9,92.469,-33.6,1.0590000000000002,5076.2
45,blue-collar,divorced,basic.4y,no,yes,no,688,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1
42,blue-collar,married,basic.6y,no,yes,no,18800,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
37,services,divorced,high.school,no,no,no,9808,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
34,services,married,high.school,unknown,no,no,29793,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
48,blue-collar,married,professional.course,no,yes,no,9454,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
52,housemaid,single,university.degree,no,no,no,10736,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
27,admin.,single,university.degree,no,no,no,7500,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2
49,admin.,divorced,high.school,no,no,no,5567,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
35,technician,single,professional.course,no,no,no,10725,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
27,student,single,high.school,unknown,no,no,10856,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
39,blue-collar,divorced,basic.9y,no,no,no,13159,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
42,services,single,unknown,no,yes,no,27252,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
52,technician,married,professional.course,no,no,no,7337,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
34,admin.,unknown,university.degree,no,yes,no,11595,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
28,blue-collar,married,basic.6y,no,yes,yes,22107,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
26,technician,single,high.school,no,no,no,6092,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
36,entrepreneur,divorced,high.school,no,yes,no,40741,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
46,services,divorced,basic.4y,no,no,no,2620,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
25,technician,single,professional.course,no,yes,no,15799,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5
44,technician,divorced,professional.course,no,no,no,30757,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
30,admin.,married,university.degree,no,yes,yes,21970,cellular,aug,wed,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
59,services,divorced,basic.6y,no,yes,no,14279,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
46,technician,married,professional.course,no,unknown,unknown,5882,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,blue-collar,married,basic.6y,no,yes,no,30811,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
35,blue-collar,married,basic.4y,no,no,no,14182,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
29,admin.,married,high.school,no,yes,no,10421,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
33,admin.,married,university.degree,no,no,no,21327,cellular,may,fri,6,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1
44,technician,married,professional.course,no,no,no,17787,cellular,may,mon,6,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1
39,housemaid,married,basic.4y,no,no,no,37380,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
31,blue-collar,single,basic.9y,no,yes,no,1588,telephone,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
35,entrepreneur,married,high.school,no,no,no,30446,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
55,management,married,basic.4y,unknown,no,no,18108,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
32,admin.,married,university.degree,no,yes,no,21822,cellular,aug,thu,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
44,admin.,divorced,high.school,no,yes,no,33825,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
29,technician,single,university.degree,no,yes,no,10106,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
54,retired,divorced,university.degree,no,yes,no,37646,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
33,self-employed,single,university.degree,no,yes,no,18554,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
30,admin.,single,university.degree,no,no,no,23687,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
50,admin.,married,university.degree,no,unknown,unknown,160,cellular,may,wed,1,999,1,failure,-1.8,93.876,-40.0,0.682,5008.7
30,admin.,single,high.school,no,no,no,41167,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
32,admin.,married,university.degree,no,no,no,2631,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
29,blue-collar,married,basic.9y,no,no,no,23613,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
22,student,single,high.school,no,no,yes,7893,cellular,jun,mon,1,12,2,failure,-1.7,94.055,-39.8,0.72,4991.6
38,technician,single,professional.course,unknown,no,no,39126,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
36,technician,divorced,professional.course,no,unknown,unknown,39602,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
41,technician,married,professional.course,no,yes,no,709,cellular,aug,fri,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
