emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,id
-0.1,93.2,-42.0,4.1530000000000005,5195.8,13558
1.4,93.91799999999999,-42.7,4.963,5228.1,17691
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,16804
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,5651
1.1,93.994,-36.4,4.8580000000000005,5191.0,1924
-1.8,92.84299999999999,-50.0,1.531,5099.1,29695
1.4,93.444,-36.1,4.965,5228.1,7552
1.4,93.444,-36.1,4.963,5228.1,15769
1.4,93.91799999999999,-42.7,4.957,5228.1,24954
1.4,94.465,-41.8,4.96,5228.1,7609
1.4,93.444,-36.1,4.963,5228.1,1808
1.4,93.91799999999999,-42.7,4.961,5228.1,21904
-0.1,93.2,-42.0,4.12,5195.8,26883
1.4,94.465,-41.8,4.959,5228.1,36143
-1.8,92.89299999999999,-46.2,1.291,5099.1,40062
-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,29685
1.4,93.444,-36.1,4.962,5228.1,8284
1.1,93.994,-36.4,4.857,5191.0,31909
-1.8,92.89299999999999,-46.2,1.354,5099.1,2045
1.4,93.444,-36.1,4.9639999999999995,5228.1,7820
1.4,93.91799999999999,-42.7,4.963,5228.1,10607
1.4,94.465,-41.8,4.961,5228.1,13587
1.4,93.444,-36.1,4.967,5228.1,35865
1.4,94.465,-41.8,4.864,5228.1,10724
1.1,93.994,-36.4,4.857,5191.0,12950
-0.1,93.2,-42.0,4.1530000000000005,5195.8,20555
1.4,94.465,-41.8,4.959,5228.1,24089
-0.1,93.2,-42.0,4.021,5195.8,1074
-1.8,93.749,-34.6,0.635,5008.7,1084
1.4,93.91799999999999,-42.7,4.962,5228.1,5012
1.4,93.444,-36.1,4.963,5228.1,7027
-1.8,93.075,-47.1,1.453,5099.1,18833
1.4,94.465,-41.8,4.8660000000000005,5228.1,22647
1.4,93.91799999999999,-42.7,4.96,5228.1,34119
1.1,93.994,-36.4,4.857,5191.0,25171
-1.8,92.89299999999999,-46.2,1.266,5099.1,7814
-1.8,93.075,-47.1,1.405,5099.1,34401
-0.1,93.2,-42.0,4.1530000000000005,5195.8,40816
1.4,93.91799999999999,-42.7,4.962,5228.1,23773
-1.8,92.89299999999999,-46.2,1.266,5099.1,15102
1.1,93.994,-36.4,4.856,5191.0,3122
-2.9,92.20100000000001,-31.4,0.884,5076.2,28917
1.1,93.994,-36.4,4.859,5191.0,28349
1.1,93.994,-36.4,4.855,5191.0,31321
1.4,93.91799999999999,-42.7,4.963,5228.1,9419
-1.8,93.075,-47.1,1.41,5099.1,6884
1.4,93.444,-36.1,4.965,5228.1,12406
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,20324
-0.1,93.2,-42.0,4.0760000000000005,5195.8,39037
1.4,93.444,-36.1,4.966,5228.1,15227
1.1,93.994,-36.4,4.857,5191.0,3110
1.4,93.91799999999999,-42.7,4.96,5228.1,3267
1.1,93.994,-36.4,4.857,5191.0,26411
-1.8,93.075,-47.1,1.365,5099.1,4803
1.4,93.91799999999999,-42.7,4.957,5228.1,5695
1.1,93.994,-36.4,4.86,5191.0,37549
-1.8,93.075,-47.1,1.405,5099.1,20195
-3.4,92.649,-30.1,0.7140000000000001,5017.5,19902
-0.1,93.2,-42.0,4.021,5195.8,21039
-0.1,93.2,-42.0,4.0760000000000005,5195.8,31913
1.1,93.994,-36.4,4.856,5191.0,25177
1.1,93.994,-36.4,4.856,5191.0,15037
1.4,93.91799999999999,-42.7,4.957,5228.1,24626
1.1,93.994,-36.4,4.857,5191.0,1324
-1.8,92.89299999999999,-46.2,1.291,5099.1,837
-0.1,93.2,-42.0,4.0760000000000005,5195.8,38343
1.1,93.994,-36.4,4.86,5191.0,14229
1.4,93.444,-36.1,4.963,5228.1,31207
1.4,93.444,-36.1,4.968,5228.1,2779
-0.1,93.2,-42.0,4.0760000000000005,5195.8,16973
1.1,93.994,-36.4,4.8580000000000005,5191.0,40430
1.1,93.994,-36.4,4.857,5191.0,13462
1.4,93.91799999999999,-42.7,4.962,5228.1,10093
-1.8,93.876,-40.0,0.682,5008.7,7796
1.4,93.91799999999999,-42.7,4.962,5228.1,23981
1.1,93.994,-36.4,4.855,5191.0,15398
1.4,93.91799999999999,-42.7,4.968,5228.1,5876
1.4,93.444,-36.1,4.968,5228.1,6437
1.4,93.444,-36.1,4.965,5228.1,21010
1.4,93.91799999999999,-42.7,4.961,5228.1,2118
1.4,93.91799999999999,-42.7,4.963,5228.1,13061
1.1,93.994,-36.4,4.857,5191.0,10878
1.1,93.994,-36.4,4.8580000000000005,5191.0,23761
1.4,94.465,-41.8,4.864,5228.1,29663
-1.8,92.89299999999999,-46.2,1.25,5099.1,29987
1.4,93.444,-36.1,4.963,5228.1,5501
1.4,93.91799999999999,-42.7,4.958,5228.1,30524
-0.1,93.2,-42.0,4.021,5195.8,13666
1.4,93.91799999999999,-42.7,4.96,5228.1,26791
1.4,93.444,-36.1,4.962,5228.1,7017
1.4,93.91799999999999,-42.7,4.96,5228.1,5303
1.4,93.91799999999999,-42.7,4.961,5228.1,30414
-0.1,93.2,-42.0,4.12,5195.8,15474
1.1,93.994,-36.4,4.859,5191.0,27118
-0.1,93.2,-42.0,4.1530000000000005,5195.8,5698
-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,18375
-1.8,92.89299999999999,-46.2,1.327,5099.1,11644
1.4,93.91799999999999,-42.7,4.962,5228.1,618
-3.4,92.37899999999999,-29.8,0.768,5017.5,21186
1.4,93.444,-36.1,4.968,5228.1,3668
1.4,93.444,-36.1,4.965,5228.1,31784
1.4,93.91799999999999,-42.7,4.968,5228.1,34440
-1.8,92.89299999999999,-46.2,1.281,5099.1,35932
1.4,94.465,-41.8,4.967,5228.1,40389
-3.4,92.649,-30.1,0.722,5017.5,29997
-1.8,93.075,-47.1,1.365,5099.1,38478
1.1,93.994,-36.4,4.8580000000000005,5191.0,9637
1.4,93.444,-36.1,4.965,5228.1,24886
1.4,94.465,-41.8,4.947,5228.1,37034
-2.9,92.20100000000001,-31.4,0.884,5076.2,33612
1.4,93.444,-36.1,4.963,5228.1,28934
-0.1,93.2,-42.0,4.12,5195.8,4447
1.4,93.91799999999999,-42.7,4.963,5228.1,17328
1.1,93.994,-36.4,4.859,5191.0,14506
1.4,93.91799999999999,-42.7,4.961,5228.1,561
-0.1,93.2,-42.0,4.021,5195.8,5137
1.4,94.465,-41.8,4.864,5228.1,7185
1.4,93.91799999999999,-42.7,4.957,5228.1,31060
1.1,93.994,-36.4,4.855,5191.0,27964
1.4,93.444,-36.1,4.963,5228.1,7769
-1.8,93.075,-47.1,1.405,5099.1,10489
1.4,93.444,-36.1,4.968,5228.1,28744
-0.1,93.79799999999999,-40.4,5.045,5195.8,9011
-1.8,92.89299999999999,-46.2,1.354,5099.1,33422
-1.8,93.075,-47.1,1.405,5099.1,27403
1.4,94.465,-41.8,4.959,5228.1,9236
-1.8,92.89299999999999,-46.2,1.327,5099.1,24196
1.4,93.444,-36.1,4.965,5228.1,31012
1.1,93.994,-36.4,4.857,5191.0,18059
-1.7,94.215,-40.3,0.884,4991.6,19348
1.4,94.465,-41.8,4.959,5228.1,22133
1.4,93.91799999999999,-42.7,4.96,5228.1,26991
-1.8,93.075,-47.1,1.423,5099.1,5970
1.1,93.994,-36.4,4.86,5191.0,23897
-1.8,93.075,-47.1,1.405,5099.1,28056
-1.7,94.027,-38.3,0.898,4991.6,14756
-0.1,93.2,-42.0,4.191,5195.8,23651
-1.8,92.89299999999999,-46.2,1.244,5099.1,10115
-1.8,92.89299999999999,-46.2,1.266,5099.1,29873
-1.8,92.89299999999999,-46.2,1.25,5099.1,33935
1.4,93.91799999999999,-42.7,4.962,5228.1,14781
1.4,94.465,-41.8,4.8660000000000005,5228.1,18027
1.4,94.465,-41.8,4.958,5228.1,38181
-3.0,92.713,-33.0,0.7140000000000001,5023.5,40119
-0.1,93.2,-42.0,4.1530000000000005,5195.8,19917
1.1,93.994,-36.4,4.859,5191.0,27051
1.1,93.994,-36.4,4.855,5191.0,10336
-1.8,92.89299999999999,-46.2,1.25,5099.1,16112
1.4,94.465,-41.8,4.959,5228.1,30888
-1.8,92.89299999999999,-46.2,1.327,5099.1,27731
-1.7,94.215,-40.3,0.802,4991.6,9125
1.4,93.444,-36.1,4.962,5228.1,3573
1.4,94.465,-41.8,4.864,5228.1,902
-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,18566
-2.9,92.963,-40.8,1.26,5076.2,18578
-1.8,93.369,-34.8,0.65,5008.7,40979
-1.8,92.89299999999999,-46.2,1.334,5099.1,23688
-0.1,93.2,-42.0,4.191,5195.8,15530
-0.1,93.2,-42.0,4.1530000000000005,5195.8,501
-1.8,93.749,-34.6,0.642,5008.7,36174
1.1,93.994,-36.4,4.8580000000000005,5191.0,850
-1.8,92.89299999999999,-46.2,1.244,5099.1,12631
1.4,93.91799999999999,-42.7,4.963,5228.1,9123
1.4,93.444,-36.1,4.966,5228.1,20904
1.4,94.465,-41.8,4.961,5228.1,25384
1.4,94.465,-41.8,4.959,5228.1,27969
1.1,93.994,-36.4,4.855,5191.0,10055
1.4,93.444,-36.1,4.9639999999999995,5228.1,38450
1.4,94.465,-41.8,4.959,5228.1,27344
1.4,94.465,-41.8,4.967,5228.1,5424
-0.1,93.2,-42.0,4.021,5195.8,26358
-1.8,93.075,-47.1,1.405,5099.1,1428
1.4,94.465,-41.8,4.967,5228.1,4653
1.4,94.465,-41.8,4.959,5228.1,30203
1.4,94.465,-41.8,4.961,5228.1,25907
-1.8,93.075,-47.1,1.41,5099.1,8591
-1.8,93.075,-47.1,1.405,5099.1,10600
1.4,94.465,-41.8,4.8660000000000005,5228.1,37240
1.4,93.91799999999999,-42.7,4.963,5228.1,6306
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,24942
1.4,94.465,-41.8,4.967,5228.1,12144
-0.1,93.2,-42.0,4.12,5195.8,29305
-3.4,92.649,-30.1,0.7140000000000001,5017.5,2795
-1.8,92.89299999999999,-46.2,1.25,5099.1,5204
-1.7,94.215,-40.3,0.79,4991.6,24039
1.4,94.465,-41.8,4.961,5228.1,33823
1.4,94.465,-41.8,4.96,5228.1,27461
1.4,93.91799999999999,-42.7,4.962,5228.1,21593
1.1,93.994,-36.4,4.856,5191.0,33965
-2.9,92.963,-40.8,1.262,5076.2,34482
1.1,93.994,-36.4,4.856,5191.0,9585
-0.1,93.2,-42.0,4.021,5195.8,26022
-2.9,92.963,-40.8,1.262,5076.2,15180
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,33057
-1.7,94.215,-40.3,0.835,4991.6,34345
-1.8,93.075,-47.1,1.405,5099.1,845
1.4,94.465,-41.8,4.96,5228.1,27184
-1.8,92.89299999999999,-46.2,1.291,5099.1,22775
1.4,93.444,-36.1,4.9639999999999995,5228.1,30887
1.4,93.91799999999999,-42.7,4.96,5228.1,32308
-1.8,92.89299999999999,-46.2,1.291,5099.1,16147
-1.8,92.89299999999999,-46.2,1.344,5099.1,38948
-0.1,93.2,-42.0,4.1530000000000005,5195.8,31528
1.1,93.994,-36.4,4.856,5191.0,39872
-2.9,92.963,-40.8,1.26,5076.2,36691
1.4,93.444,-36.1,4.9639999999999995,5228.1,5473
-1.8,93.075,-47.1,1.405,5099.1,13028
1.4,93.444,-36.1,4.965,5228.1,4660
1.1,93.994,-36.4,4.857,5191.0,13899
1.4,94.465,-41.8,4.959,5228.1,37870
1.4,93.91799999999999,-42.7,4.961,5228.1,21060
-3.4,92.649,-30.1,0.722,5017.5,19774
-1.8,92.89299999999999,-46.2,1.354,5099.1,11992
-0.1,93.2,-42.0,4.12,5195.8,35818
-1.7,94.027,-38.3,0.903,4991.6,34680
-0.1,93.2,-42.0,4.021,5195.8,37971
-0.1,93.2,-42.0,4.12,5195.8,2447
1.4,94.465,-41.8,4.961,5228.1,2319
1.1,93.994,-36.4,4.857,5191.0,3942
1.4,93.444,-36.1,4.965,5228.1,31680
1.4,94.465,-41.8,4.962,5228.1,36014
1.4,94.465,-41.8,4.959,5228.1,10576
-1.8,92.89299999999999,-46.2,1.281,5099.1,18237
1.4,94.465,-41.8,4.864,5228.1,30270
1.4,93.91799999999999,-42.7,4.962,5228.1,20783
-2.9,92.20100000000001,-31.4,0.883,5076.2,40994
-1.8,92.89299999999999,-46.2,1.354,5099.1,27997
1.4,94.465,-41.8,4.8660000000000005,5228.1,3144
-0.1,93.2,-42.0,4.12,5195.8,35894
1.4,93.444,-36.1,4.963,5228.1,7555
1.4,93.91799999999999,-42.7,4.956,5228.1,5927
-1.8,93.075,-47.1,1.405,5099.1,9776
1.4,93.444,-36.1,4.963,5228.1,30741
-1.8,93.075,-47.1,1.365,5099.1,6363
1.4,93.91799999999999,-42.7,4.962,5228.1,39214
1.4,93.444,-36.1,4.962,5228.1,22449
1.1,93.994,-36.4,4.8580000000000005,5191.0,19726
1.4,93.444,-36.1,4.965,5228.1,9779
1.1,93.994,-36.4,4.8580000000000005,5191.0,28647
-1.8,92.89299999999999,-46.2,1.334,5099.1,11220
-1.8,92.89299999999999,-46.2,1.25,5099.1,34186
1.4,93.91799999999999,-42.7,4.963,5228.1,32196
1.4,94.465,-41.8,4.96,5228.1,35095
1.4,94.465,-41.8,4.967,5228.1,33731
1.4,94.465,-41.8,4.959,5228.1,6801
-1.8,92.89299999999999,-46.2,1.281,5099.1,8352
-1.8,93.075,-47.1,1.365,5099.1,9162
1.4,94.465,-41.8,4.959,5228.1,27612
-3.4,92.37899999999999,-29.8,0.797,5017.5,15575
1.1,93.994,-36.4,4.857,5191.0,36447
1.4,94.465,-41.8,4.961,5228.1,28985
1.4,93.91799999999999,-42.7,4.962,5228.1,15496
1.1,93.994,-36.4,4.857,5191.0,4917
-3.4,92.649,-30.1,0.72,5017.5,23817
-1.7,94.027,-38.3,0.9,4991.6,12613
1.4,93.91799999999999,-42.7,4.96,5228.1,26016
-1.8,92.89299999999999,-46.2,1.281,5099.1,3433
1.4,93.444,-36.1,4.963,5228.1,22633
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1193
1.4,94.465,-41.8,4.8660000000000005,5228.1,5408
1.4,93.91799999999999,-42.7,4.962,5228.1,22523
-1.8,92.89299999999999,-46.2,1.291,5099.1,13386
1.1,93.994,-36.4,4.856,5191.0,28952
1.1,93.994,-36.4,4.855,5191.0,24827
1.4,94.465,-41.8,4.959,5228.1,27661
1.4,93.91799999999999,-42.7,4.962,5228.1,20304
-2.9,92.20100000000001,-31.4,0.821,5076.2,9866
1.4,93.91799999999999,-42.7,4.961,5228.1,7307
-1.8,93.075,-47.1,1.405,5099.1,8862
1.4,93.91799999999999,-42.7,4.962,5228.1,26036
1.4,93.444,-36.1,4.965,5228.1,3274
1.4,94.465,-41.8,4.864,5228.1,16683
1.4,94.465,-41.8,4.967,5228.1,26395
-1.7,94.027,-38.3,0.905,4991.6,117
1.1,93.994,-36.4,4.857,5191.0,35921
1.1,93.994,-36.4,4.86,5191.0,38719
-1.8,93.075,-47.1,1.4980000000000002,5099.1,32478
1.1,93.994,-36.4,4.857,5191.0,27957
1.4,94.465,-41.8,4.865,5228.1,21468
-1.8,92.89299999999999,-46.2,1.291,5099.1,12076
1.4,94.465,-41.8,4.958,5228.1,3394
-0.1,93.2,-42.0,4.12,5195.8,39243
-1.8,93.075,-47.1,1.405,5099.1,34432
1.4,94.465,-41.8,4.959,5228.1,37473
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,22235
-1.8,93.075,-47.1,1.365,5099.1,26832
-2.9,92.20100000000001,-31.4,0.825,5076.2,12329
1.4,94.465,-41.8,4.961,5228.1,9327
1.4,94.465,-41.8,4.958,5228.1,23081
-0.1,93.2,-42.0,4.1530000000000005,5195.8,19116
1.4,93.91799999999999,-42.7,4.962,5228.1,14935
1.4,93.91799999999999,-42.7,4.957,5228.1,37735
1.4,93.444,-36.1,4.962,5228.1,23733
-0.1,93.2,-42.0,4.021,5195.8,6687
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,22547
1.4,93.444,-36.1,4.966,5228.1,8054
1.4,93.444,-36.1,4.967,5228.1,9900
-1.8,93.075,-47.1,1.365,5099.1,34041
1.4,93.91799999999999,-42.7,4.961,5228.1,9268
1.4,93.91799999999999,-42.7,4.962,5228.1,11923
-1.8,92.89299999999999,-46.2,1.266,5099.1,38304
-0.1,93.2,-42.0,4.0760000000000005,5195.8,22102
1.1,93.994,-36.4,4.857,5191.0,35417
-1.8,92.89299999999999,-46.2,1.344,5099.1,25198
1.4,93.91799999999999,-42.7,4.962,5228.1,8981
1.1,93.994,-36.4,4.857,5191.0,6975
1.4,94.465,-41.8,4.959,5228.1,8061
-1.8,92.89299999999999,-46.2,1.291,5099.1,3479
-0.1,93.2,-42.0,4.12,5195.8,38686
1.4,93.91799999999999,-42.7,4.962,5228.1,5254
1.4,94.465,-41.8,4.947,5228.1,14864
-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,12792
1.4,94.465,-41.8,4.959,5228.1,10572
-1.8,92.89299999999999,-46.2,1.25,5099.1,18902
-1.8,93.749,-34.6,0.644,5008.7,19970
1.1,93.994,-36.4,4.856,5191.0,17744
1.4,93.444,-36.1,4.9639999999999995,5228.1,7725
1.4,93.91799999999999,-42.7,4.957,5228.1,39326
1.4,93.91799999999999,-42.7,4.961,5228.1,9512
1.4,93.91799999999999,-42.7,4.966,5228.1,12821
1.4,93.91799999999999,-42.7,4.962,5228.1,12904
1.4,93.444,-36.1,4.963,5228.1,10946
-1.8,92.89299999999999,-46.2,1.266,5099.1,30821
1.4,93.91799999999999,-42.7,4.961,5228.1,33349
1.4,93.444,-36.1,4.965,5228.1,31179
1.4,93.91799999999999,-42.7,4.963,5228.1,22363
-0.1,93.2,-42.0,4.12,5195.8,13965
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,24762
1.4,93.91799999999999,-42.7,4.961,5228.1,17176
1.4,93.91799999999999,-42.7,4.968,5228.1,30260
-0.1,93.2,-42.0,4.1530000000000005,5195.8,1083
1.4,93.444,-36.1,4.9639999999999995,5228.1,11244
1.1,93.994,-36.4,4.859,5191.0,25416
1.4,93.444,-36.1,4.968,5228.1,39668
-1.8,93.075,-47.1,1.415,5099.1,17410
-1.8,92.89299999999999,-46.2,1.25,5099.1,27765
1.4,94.465,-41.8,4.96,5228.1,26403
1.4,93.91799999999999,-42.7,4.968,5228.1,30447
-1.8,92.89299999999999,-46.2,1.334,5099.1,37177
1.4,93.91799999999999,-42.7,4.96,5228.1,14757
-1.8,93.075,-47.1,1.423,5099.1,25112
1.4,94.465,-41.8,4.865,5228.1,17006
1.4,93.91799999999999,-42.7,4.959,5228.1,3563
1.1,93.994,-36.4,4.856,5191.0,9834
1.4,93.91799999999999,-42.7,4.963,5228.1,13706
1.4,93.91799999999999,-42.7,4.962,5228.1,34809
1.4,93.91799999999999,-42.7,4.96,5228.1,25232
1.1,93.994,-36.4,4.859,5191.0,3249
1.1,93.994,-36.4,4.856,5191.0,40516
1.4,93.91799999999999,-42.7,4.962,5228.1,29588
1.4,93.91799999999999,-42.7,4.963,5228.1,35916
1.4,93.91799999999999,-42.7,4.968,5228.1,19823
1.4,93.91799999999999,-42.7,4.962,5228.1,20070
-2.9,92.963,-40.8,1.26,5076.2,39133
1.4,93.91799999999999,-42.7,4.963,5228.1,13803
1.4,93.91799999999999,-42.7,4.961,5228.1,17107
1.4,93.444,-36.1,4.962,5228.1,38393
1.1,93.994,-36.4,4.856,5191.0,14052
1.4,93.91799999999999,-42.7,4.96,5228.1,10698
1.1,93.994,-36.4,4.857,5191.0,34608
1.4,93.444,-36.1,4.963,5228.1,21710
1.4,94.465,-41.8,4.8660000000000005,5228.1,30462
1.4,93.444,-36.1,4.965,5228.1,9590
-1.1,94.76700000000001,-50.8,1.048,4963.6,21414
-1.8,92.89299999999999,-46.2,1.244,5099.1,30125
-0.1,93.2,-42.0,4.12,5195.8,30161
1.4,93.91799999999999,-42.7,4.962,5228.1,32600
-0.1,93.2,-42.0,4.021,5195.8,37562
-0.1,93.2,-42.0,4.191,5195.8,39073
-1.8,92.89299999999999,-46.2,1.291,5099.1,23779
1.4,93.444,-36.1,4.9639999999999995,5228.1,34461
1.4,94.465,-41.8,4.865,5228.1,24445
-1.8,92.89299999999999,-46.2,1.327,5099.1,1054
1.1,93.994,-36.4,4.86,5191.0,31241
-1.7,94.055,-39.8,0.7390000000000001,4991.6,19128
-2.9,92.963,-40.8,1.26,5076.2,3353
-0.1,93.2,-42.0,4.0760000000000005,5195.8,32260
-0.1,93.2,-42.0,4.191,5195.8,21256
1.4,93.91799999999999,-42.7,4.96,5228.1,6342
-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,7466
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,4185
1.1,93.994,-36.4,4.859,5191.0,14085
1.1,93.994,-36.4,4.856,5191.0,25701
-1.8,92.89299999999999,-46.2,1.344,5099.1,13113
1.4,93.91799999999999,-42.7,4.958,5228.1,22702
-1.1,94.199,-37.5,0.879,4963.6,36047
1.1,93.994,-36.4,4.857,5191.0,12963
1.4,93.91799999999999,-42.7,4.963,5228.1,8258
1.4,94.465,-41.8,4.959,5228.1,16944
1.1,93.994,-36.4,4.859,5191.0,11257
1.1,93.994,-36.4,4.857,5191.0,1230
1.1,93.994,-36.4,4.86,5191.0,22134
-1.1,94.601,-49.5,1.025,4963.6,30655
1.4,93.91799999999999,-42.7,4.956,5228.1,12320
-1.8,92.89299999999999,-46.2,1.244,5099.1,14662
1.4,94.465,-41.8,4.967,5228.1,31437
-1.8,93.075,-47.1,1.405,5099.1,16669
1.4,93.91799999999999,-42.7,4.961,5228.1,40983
-1.8,92.84299999999999,-50.0,1.538,5099.1,10148
-0.1,93.2,-42.0,4.021,5195.8,31126
1.1,93.994,-36.4,4.857,5191.0,22381
-1.8,92.89299999999999,-46.2,1.334,5099.1,36514
-3.4,92.37899999999999,-29.8,0.77,5017.5,6967
1.4,93.91799999999999,-42.7,4.968,5228.1,11462
-0.1,93.2,-42.0,4.1530000000000005,5195.8,15862
1.1,93.994,-36.4,4.86,5191.0,16871
1.4,93.91799999999999,-42.7,4.963,5228.1,498
1.4,94.465,-41.8,4.961,5228.1,23445
-1.8,92.89299999999999,-46.2,1.354,5099.1,38763
1.4,94.465,-41.8,4.962,5228.1,2600
1.4,93.444,-36.1,4.963,5228.1,3263
1.1,93.994,-36.4,4.857,5191.0,37328
-1.8,92.89299999999999,-46.2,1.281,5099.1,37158
-0.1,93.2,-42.0,4.0760000000000005,5195.8,2153
-1.8,92.89299999999999,-46.2,1.264,5099.1,29301
1.1,93.994,-36.4,4.857,5191.0,12788
1.4,94.465,-41.8,4.959,5228.1,24491
-2.9,92.20100000000001,-31.4,0.883,5076.2,7536
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,6946
1.4,93.444,-36.1,4.962,5228.1,23802
1.4,93.444,-36.1,4.963,5228.1,15007
-1.8,93.075,-47.1,1.41,5099.1,10852
-1.8,93.075,-47.1,1.405,5099.1,17032
-3.0,92.713,-33.0,0.7140000000000001,5023.5,28247
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1716
-1.8,93.075,-47.1,1.405,5099.1,37277
1.1,93.994,-36.4,4.857,5191.0,38881
-2.9,92.20100000000001,-31.4,0.851,5076.2,3375
-2.9,92.20100000000001,-31.4,0.884,5076.2,8064
1.4,93.444,-36.1,4.962,5228.1,6597
-1.8,92.89299999999999,-46.2,1.264,5099.1,37624
-1.8,92.89299999999999,-46.2,1.244,5099.1,25834
1.4,93.444,-36.1,4.966,5228.1,6777
-2.9,92.20100000000001,-31.4,0.884,5076.2,2851
-1.8,92.89299999999999,-46.2,1.264,5099.1,40697
-2.9,92.963,-40.8,1.266,5076.2,26834
1.4,93.444,-36.1,4.963,5228.1,23581
1.4,94.465,-41.8,4.947,5228.1,23043
1.4,93.444,-36.1,4.963,5228.1,13170
1.4,93.444,-36.1,4.963,5228.1,39467
1.1,93.994,-36.4,4.855,5191.0,32327
1.1,93.994,-36.4,4.86,5191.0,4960
1.4,94.465,-41.8,4.967,5228.1,34274
-0.1,93.2,-42.0,4.1530000000000005,5195.8,11092
1.4,93.444,-36.1,4.968,5228.1,34262
1.1,93.994,-36.4,4.864,5191.0,25675
1.4,93.91799999999999,-42.7,4.957,5228.1,4738
